term,label
http://purl.obolibrary.org/obo/MBA_384,trochlear nerve decussation
http://purl.obolibrary.org/obo/DHBA_11190,layer IV of area VP
http://purl.obolibrary.org/obo/DMBA_16361,tegmental field of p3 (Forel's field)
http://purl.obolibrary.org/obo/DMBA_126651942,"ventricles, rhombomere 7"
http://purl.obolibrary.org/obo/DHBA_10902,layer II of area 10l
http://purl.obolibrary.org/obo/DMBA_17706,intermediolateral nucleus (lateral horn)
http://purl.obolibrary.org/obo/DMBA_16674,intermediate stratum of TG
http://purl.obolibrary.org/obo/DHBA_13305,LGE-VZ border region
http://purl.obolibrary.org/obo/MBA_702,"Primary somatosensory area, nose, layer 5"
http://purl.obolibrary.org/obo/DHBA_11134,layer VI of area TFO
http://purl.obolibrary.org/obo/DHBA_13033,septohypothalamic nucleus
http://purl.obolibrary.org/obo/DMBA_16416,paracentral nucleus
http://purl.obolibrary.org/obo/DHBA_11627,MZ in lateral temporal-occipital cortex
http://purl.obolibrary.org/obo/PBA_128012422,marginal zone of V1
http://purl.obolibrary.org/obo/HBA_265505618,"internal arcuate fibers, right"
http://purl.obolibrary.org/obo/DMBA_111220902,intermediate stratum of r10Tr
http://purl.obolibrary.org/obo/DHBA_13346,transient zones of cerebellar vermis
http://purl.obolibrary.org/obo/DHBA_267499199,layer V of area V7
http://purl.obolibrary.org/obo/MBA_515,Medial preoptic nucleus
http://purl.obolibrary.org/obo/DHBA_11175,layer I of area 18
http://purl.obolibrary.org/obo/DHBA_13096,CP in area prostriata
http://purl.obolibrary.org/obo/MBA_312782640,"Postrhinal area, layer 4"
http://purl.obolibrary.org/obo/HBA_9415,intrabiventer fissure
http://purl.obolibrary.org/obo/DHBA_13284,CP in piriform cortex
http://purl.obolibrary.org/obo/DMBA_112892331,superficial stratum of r1F
http://purl.obolibrary.org/obo/DHBA_12660,retroambiguous nucleus
http://purl.obolibrary.org/obo/PBA_128012818,ganglionic eminence (VZ in basal nuclei)
http://purl.obolibrary.org/obo/MBA_556,"Infralimbic area, layer 2/3"
http://purl.obolibrary.org/obo/HBA_9353,telencephalic spaces
http://purl.obolibrary.org/obo/DMBA_17446,r8 part of lateral reticular nucleus
http://purl.obolibrary.org/obo/DMBA_111220896,intermediate stratum of r10Ve
http://purl.obolibrary.org/obo/DHBA_11340,layer III of piriform-entorhinal-amygdaloid area
http://purl.obolibrary.org/obo/DHBA_11509,dorsal lateral subdivision of lateral nucleus
http://purl.obolibrary.org/obo/DHBA_12402,fastigial (medial) nucleus
http://purl.obolibrary.org/obo/DMBA_16721,m1Lim (VL) part of the periaqueductal gray
http://purl.obolibrary.org/obo/DHBA_11090,layer IV of area 22pc
http://purl.obolibrary.org/obo/DHBA_12878,gracile tubercle (clava)
http://purl.obolibrary.org/obo/DHBA_10754,layer V of area 11m
http://purl.obolibrary.org/obo/DHBA_13228,transverse occipital sulcus
http://purl.obolibrary.org/obo/HBA_265505282,"rostral thalamic peduncle, right"
http://purl.obolibrary.org/obo/DHBA_12355,cerebellorubral tract
http://purl.obolibrary.org/obo/HBA_4552,"lateral preoptic area, left"
http://purl.obolibrary.org/obo/MBA_721,"Primary visual area, layer 4"
http://purl.obolibrary.org/obo/DMBA_15989,lateropallial amygdalopiriform area
http://purl.obolibrary.org/obo/DMBA_16762,dorsolateral part of m2A
http://purl.obolibrary.org/obo/DHBA_13269,granular cell layer of CBLPi
http://purl.obolibrary.org/obo/DHBA_11690,inner CP in dorsomedial parietal cortex (area 7m)
http://purl.obolibrary.org/obo/DHBA_10449,centromedian nucleus of thalamus
http://purl.obolibrary.org/obo/DHBA_12396,dentate (lateral) nucleus
http://purl.obolibrary.org/obo/HBA_9179,"periolivary nucleus, left"
http://purl.obolibrary.org/obo/DHBA_10872,layer II of area 46v
http://purl.obolibrary.org/obo/HBA_4593,"supraoptic nucleus, left"
http://purl.obolibrary.org/obo/DHBA_11222,layer V of area 32
http://purl.obolibrary.org/obo/HBA_9089,principal pretectal nucleus
http://purl.obolibrary.org/obo/HBA_9338,"vagus nerve, left"
http://purl.obolibrary.org/obo/DMBA_16504,mantle zone of p2F
http://purl.obolibrary.org/obo/DHBA_266441247,uncal dentate gyrus
http://purl.obolibrary.org/obo/DHBA_11715,CP in cingulate neocortex
http://purl.obolibrary.org/obo/DMBA_127201621,r11 part of the inferior olive
http://purl.obolibrary.org/obo/DMBA_16457,magnocellular (medial) subparafascicular nucleus
http://purl.obolibrary.org/obo/DMBA_16880,periventricular stratum of isBL
http://purl.obolibrary.org/obo/MBA_603,fimbria
http://purl.obolibrary.org/obo/DMBA_17369,"r7 part of spinal trigeminal nucleus, interpolar part"
http://purl.obolibrary.org/obo/DHBA_11590,SG in dorsomedial extrastriate cortex (V2)
http://purl.obolibrary.org/obo/HBA_9503,"facial motor nucleus, left, ventral part"
http://purl.obolibrary.org/obo/HBA_4159,"fusiform gyrus, left, lateral bank of gyrus"
http://purl.obolibrary.org/obo/DMBA_126651794,"ventricles, isthmic roof plate"
http://purl.obolibrary.org/obo/HBA_9456,"midbrain raphe nuclei, left"
http://purl.obolibrary.org/obo/HBA_265504758,"lateral nucleus, right, dorsal lateral division"
http://purl.obolibrary.org/obo/DHBA_11528,dorsal subdivision of CoA
http://purl.obolibrary.org/obo/DMBA_16498,p2 portion of the medial terminal nucleus of the accessory optic tract
http://purl.obolibrary.org/obo/DMBA_17534,superficial stratum of r9BM
http://purl.obolibrary.org/obo/DMBA_17301,r6 part of spinal vestibular nucleus
http://purl.obolibrary.org/obo/MBA_597,"Taenia tecta, dorsal part"
http://purl.obolibrary.org/obo/DMBA_17487,mantle zone of r9Tr
http://purl.obolibrary.org/obo/DMBA_17254,periventricular stratum of r5BL
http://purl.obolibrary.org/obo/DHBA_12966,SG in cingulate neocortex
http://purl.obolibrary.org/obo/HBA_265505370,"superficial presubicular path, right"
http://purl.obolibrary.org/obo/HBA_4708,VIIB
http://purl.obolibrary.org/obo/DHBA_12443,"mesencephalic nucleus of trigeminal nerve, pontine part"
http://purl.obolibrary.org/obo/DHBA_10795,layer VI of area M1ul
http://purl.obolibrary.org/obo/MBA_49,intraparafloccular fissure
http://purl.obolibrary.org/obo/DMBA_112892427,superficial stratum of r10F
http://purl.obolibrary.org/obo/DHBA_13198,vertical portion of rostral migratory stream
http://purl.obolibrary.org/obo/MBA_762,"propriohypothalamic pathways, dorsal"
http://purl.obolibrary.org/obo/MBA_110,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part"
http://purl.obolibrary.org/obo/DMBA_17052,A7 noradrenergic cell group
http://purl.obolibrary.org/obo/DHBA_10537,SZ in frontal neocortex
http://purl.obolibrary.org/obo/DHBA_12484,"lateral parabrachial nucleus, dorsal part"
http://purl.obolibrary.org/obo/DMBA_15778,"lateral septal nucleus, dorsal part"
http://purl.obolibrary.org/obo/HBA_9267,"mammillothalamic tract, left"
http://purl.obolibrary.org/obo/DHBA_15548,lithoid nucleus
http://purl.obolibrary.org/obo/HBA_4601,"anterior hypothalamic nucleus, left"
http://purl.obolibrary.org/obo/DHBA_266441335,stratum oriens of uncal CA2
http://purl.obolibrary.org/obo/DHBA_146034642,layer II of area 40/39r
http://purl.obolibrary.org/obo/DMBA_17225,ventricular zone of r5Co
http://purl.obolibrary.org/obo/HBA_4015,"precentral gyrus, left, bank of the central sulcus"
http://purl.obolibrary.org/obo/DHBA_11029,layer III of rostral primary auditory cortex
http://purl.obolibrary.org/obo/PBA_10001,layer II of rostral cingulate cortex
http://purl.obolibrary.org/obo/DHBA_10855,layer V of area 9/46d
http://purl.obolibrary.org/obo/HBA_9544,"cuneate nucleus, right"
http://purl.obolibrary.org/obo/DMBA_17659,intermediate stratum of the SpAM
http://purl.obolibrary.org/obo/MBA_369,"Primary somatosensory area, upper limb"
http://purl.obolibrary.org/obo/HBA_4282,"body of caudate nucleus, left"
http://purl.obolibrary.org/obo/MBA_484682479,"Prosubiculum, dorsal part, molecular layer"
http://purl.obolibrary.org/obo/DMBA_17037,ventricular zone of r2Tr
http://purl.obolibrary.org/obo/DHBA_12215,"periaqueductal gray substance, pleioglial division"
http://purl.obolibrary.org/obo/DMBA_17575,r10 part of nucleus intercalatus Staderini
http://purl.obolibrary.org/obo/HBA_4412,"medial nucleus of the pulvinar, left"
http://purl.obolibrary.org/obo/PBA_10042,layer III of V2
http://purl.obolibrary.org/obo/DMBA_17342,r6 part of nucleus prepositus
http://purl.obolibrary.org/obo/HBA_4365,"central nucleus, lateral division, right"
http://purl.obolibrary.org/obo/DHBA_11551,intermediate division of lateral septal nucleus
http://purl.obolibrary.org/obo/DHBA_13098,CP in midlateral temporal cortex
http://purl.obolibrary.org/obo/DHBA_13286,SP in agranular insular cortex
http://purl.obolibrary.org/obo/DMBA_17140,r3 part of basointermediate reticular formation
http://purl.obolibrary.org/obo/HBA_9355,precentral sulcus
http://purl.obolibrary.org/obo/DMBA_16569,ventral part of JcP
http://purl.obolibrary.org/obo/DHBA_10162,posterior frontal cortex (motor cortex)
http://purl.obolibrary.org/obo/HBA_4914,"occipital pole, right, lateral aspect"
http://purl.obolibrary.org/obo/DHBA_11928,SZ in primary somatosensory cortex
http://purl.obolibrary.org/obo/MBA_151,Accessory olfactory bulb
http://purl.obolibrary.org/obo/DHBA_13023,lamina dissecans of laterocaudal entorhinal cortex
http://purl.obolibrary.org/obo/DMBA_16317,mantle zone of PThE
http://purl.obolibrary.org/obo/MBA_1010,"Visceral area, layer 4"
http://purl.obolibrary.org/obo/PBA_159658800,outer fiber (plexiform) zone of rostral cingulate cortex
http://purl.obolibrary.org/obo/DHBA_146034730,parvocellular part of amygdalohippocampal area
http://purl.obolibrary.org/obo/MBA_416,"Piriform-amygdalar area, pyramidal layer"
http://purl.obolibrary.org/obo/HBA_4103,inferior parietal lobule
http://purl.obolibrary.org/obo/PBA_294021942,intermediate zone
http://purl.obolibrary.org/obo/DHBA_10539,SZ in parietal neocortex
http://purl.obolibrary.org/obo/DMBA_15584,"median preoptic nucleus, intermediate part"
http://purl.obolibrary.org/obo/DHBA_10943,layer I of area 40rv
http://purl.obolibrary.org/obo/DMBA_111220546,superficial stratum of CSPall
http://purl.obolibrary.org/obo/DMBA_17747,glossopharyngeal nerve root
http://purl.obolibrary.org/obo/MBA_457,"Visual areas, layer 6a"
http://purl.obolibrary.org/obo/DMBA_17125,ventricular zone of r3BL
http://purl.obolibrary.org/obo/DHBA_12528,"pontobulbar nucleus, inferior part"
http://purl.obolibrary.org/obo/HBA_4453,"anterodorsal nucleus of the thalamus, right"
http://purl.obolibrary.org/obo/DMBA_16817,ventricular zone of cerebellar vermis
http://purl.obolibrary.org/obo/DMBA_15639,periventricular stratum of the retina
http://purl.obolibrary.org/obo/DMBA_16008,layer 1 of FCx
http://purl.obolibrary.org/obo/HBA_4220,cingulate gyrus
http://purl.obolibrary.org/obo/DHBA_11592,SG in midlateral extrastriate cortex (area 19)
http://purl.obolibrary.org/obo/HBA_265505426,"cerebral peduncle (crus cerebri), left"
http://purl.obolibrary.org/obo/DHBA_12569,"solitary nucleus, ventrolateral part"
http://purl.obolibrary.org/obo/DMBA_126651562,"ventricles, forebrain"
http://purl.obolibrary.org/obo/HBA_4766,"I-II, right, lateral hemisphere"
http://purl.obolibrary.org/obo/PBA_128012926,main island of Calleja
http://purl.obolibrary.org/obo/DMBA_15790,"nucleus of the stria terminalis, medial division, ventral part"
http://purl.obolibrary.org/obo/HBA_4243,"parahippocampal gyrus, left"
http://purl.obolibrary.org/obo/DHBA_12297,zonal layer of superior colliculus
http://purl.obolibrary.org/obo/DHBA_12805,fourth ventricle
http://purl.obolibrary.org/obo/DHBA_10250,intermediate subdivision of area 21
http://purl.obolibrary.org/obo/HBA_12950,central tegmental tract
http://purl.obolibrary.org/obo/DMBA_17438,lateral part of r8B
http://purl.obolibrary.org/obo/DHBA_11969,outer SZ in posterior parahippocampal cortex
http://purl.obolibrary.org/obo/MBA_957,Uvula (IX)
http://purl.obolibrary.org/obo/DMBA_16358,intermediate stratum of p3B
http://purl.obolibrary.org/obo/DMBA_15916,OB olfactory fiber layer
http://purl.obolibrary.org/obo/HBA_9405,metencephalic spaces
http://purl.obolibrary.org/obo/DHBA_11898,inner SZ in dorsolateral prefrontal cortex
http://purl.obolibrary.org/obo/DMBA_16280,intermediate stratum of PHyB-V
http://purl.obolibrary.org/obo/DMBA_17603,r11 part of the trigeminal column
http://purl.obolibrary.org/obo/DHBA_11330,inner plexiform layer of olfactory bulb
http://purl.obolibrary.org/obo/DMBA_16399,periventricular stratum of DTTh
http://purl.obolibrary.org/obo/DMBA_17054,lateral part of r2B
http://purl.obolibrary.org/obo/HBA_4095,"postcentral gyrus, right, bank of the posterior central sulcus"
http://purl.obolibrary.org/obo/DHBA_266441355,uncal CA3
http://purl.obolibrary.org/obo/DMBA_17788,peduncle
http://purl.obolibrary.org/obo/MBA_498,"Bed nuclei of the stria terminalis, anterior division, anteromedial area"
http://purl.obolibrary.org/obo/MBA_1106,"Visceral area, layer 2/3"
http://purl.obolibrary.org/obo/DHBA_12616,medullary reticular formation
http://purl.obolibrary.org/obo/MBA_711,Cuneate nucleus
http://purl.obolibrary.org/obo/DHBA_267499143,layer V of area V6
http://purl.obolibrary.org/obo/MBA_1059,"Taenia tecta, dorsal part, layer 4"
http://purl.obolibrary.org/obo/HBA_9021,"pedunculopontine tegmental nucleus, left"
http://purl.obolibrary.org/obo/DMBA_16905,paratrochlear nucleus
http://purl.obolibrary.org/obo/DMBA_111220752,periventricular stratum of r5Ve
http://purl.obolibrary.org/obo/DHBA_11680,outer CP in primary somatosensory cortex
http://purl.obolibrary.org/obo/DHBA_12657,pericuneate nucleus
http://purl.obolibrary.org/obo/DMBA_126651650,"ventricles, alar plate of p3 (alar prethalamus)"
http://purl.obolibrary.org/obo/DHBA_10422,caudal division of VL
http://purl.obolibrary.org/obo/PBA_294021766,subpial granular zone
http://purl.obolibrary.org/obo/HBA_4503,"magnocellular nucleus of the medial geniculate complex, right"
http://purl.obolibrary.org/obo/DHBA_10610,cerebral sulci
http://purl.obolibrary.org/obo/HBA_9062,"rostral interstitial nucleus of the medial longitudinal fasciculus, right"
http://purl.obolibrary.org/obo/DHBA_12733,dorsal acoustic stria
http://purl.obolibrary.org/obo/DMBA_16718,ventricular zone of m1Lim
http://purl.obolibrary.org/obo/HBA_4549,"periventricular nucleus of the hypothalamus, left, preoptic part"
http://purl.obolibrary.org/obo/DHBA_12119,"inferior frontal gyrus, opercular part"
http://purl.obolibrary.org/obo/DHBA_13125,SP in rostral perirhinal cortex
http://purl.obolibrary.org/obo/HBA_4316,"nucleus of the diagonal band, right "
http://purl.obolibrary.org/obo/DHBA_11986,SZ in midcingulate cortex
http://purl.obolibrary.org/obo/MBA_318,Supragenual nucleus
http://purl.obolibrary.org/obo/DMBA_111220658,intermediate stratum of r2Ve
http://purl.obolibrary.org/obo/DHBA_11102,layer IV of area 21i
http://purl.obolibrary.org/obo/DMBA_15886,diagonal amygdala
http://purl.obolibrary.org/obo/DHBA_10756,layer I of area 11l
http://purl.obolibrary.org/obo/DHBA_11287,stratum radiatum of rostral CA2
http://purl.obolibrary.org/obo/DMBA_17142,r3 part of lateral pontine nuclei
http://purl.obolibrary.org/obo/DHBA_10346,claustrum
http://purl.obolibrary.org/obo/HBA_4183,"occipital pole, right"
http://purl.obolibrary.org/obo/DMBA_17460,medial part of r8B
http://purl.obolibrary.org/obo/DHBA_266441443,darkly-stained cell islands of lateral olfactory area
http://purl.obolibrary.org/obo/DHBA_13040,basal ventral medial nucleus
http://purl.obolibrary.org/obo/DMBA_15962,"AOB, internal plexiform layer"
http://purl.obolibrary.org/obo/DMBA_17093,rhombomere 3
http://purl.obolibrary.org/obo/MBA_6,internal capsule
http://purl.obolibrary.org/obo/DHBA_12469,lateral superior olivary nucleus
http://purl.obolibrary.org/obo/MBA_828,"Inferior colliculus, external nucleus"
http://purl.obolibrary.org/obo/MBA_668,"Dorsomedial nucleus of the hypothalamus, anterior part"
http://purl.obolibrary.org/obo/DHBA_10387,sublenticular extended amygdala
http://purl.obolibrary.org/obo/MBA_904,Medial septal complex
http://purl.obolibrary.org/obo/DHBA_13081,MZ in area prostriata
http://purl.obolibrary.org/obo/HBA_265504954,"nucleus pararaphales, left"
http://purl.obolibrary.org/obo/DMBA_126651910,"ventricles, r5 basal plate"
http://purl.obolibrary.org/obo/DHBA_10510,MZ in occipital neocortex
http://purl.obolibrary.org/obo/HBA_4056,posterior orbital gyrus
http://purl.obolibrary.org/obo/DMBA_126651558,"ventricles, neural plate"
http://purl.obolibrary.org/obo/DMBA_112892369,intermediate stratum of r5F
http://purl.obolibrary.org/obo/MBA_68,"Frontal pole, layer 1"
http://purl.obolibrary.org/obo/DHBA_12698,cerebellar plate
http://purl.obolibrary.org/obo/DMBA_16219,"paraventricular nucleus, cap part"
http://purl.obolibrary.org/obo/DHBA_10463,zona incerta
http://purl.obolibrary.org/obo/DMBA_16642,ventricular zone of p1F
http://purl.obolibrary.org/obo/MBA_526157192,"Frontal pole, layer 5"
http://purl.obolibrary.org/obo/MBA_945,"Primary somatosensory area, upper limb, layer 6a"
http://purl.obolibrary.org/obo/DMBA_15729,medial mammillary nucleus
http://purl.obolibrary.org/obo/DMBA_15700,superficial part of arcuate nucleus
http://purl.obolibrary.org/obo/DHBA_12207,afferent nuclei of the cranial nerves in midbrain
http://purl.obolibrary.org/obo/HBA_4404,"mediodorsal nucleus of the thalamus, left, densocelllular division"
http://purl.obolibrary.org/obo/MBA_406,Subparafascicular nucleus
http://purl.obolibrary.org/obo/MBA_359,"Bed nuclei of the stria terminalis, anterior division"
http://purl.obolibrary.org/obo/DHBA_11143,layer III of area TH
http://purl.obolibrary.org/obo/HBA_265505510,"longitudinal fasciculus of the pons, right"
http://purl.obolibrary.org/obo/MBA_107,"Somatomotor areas, Layer 1"
http://purl.obolibrary.org/obo/MBA_312782632,"Postrhinal area, layer 1"
http://purl.obolibrary.org/obo/DMBA_16425,posterior ventromedial nucleus
http://purl.obolibrary.org/obo/MBA_480149214,"Rostrolateral lateral visual area, layer 4"
http://purl.obolibrary.org/obo/PBA_10068,CA3 region
http://purl.obolibrary.org/obo/DHBA_10201,lateral subdivision of area 11
http://purl.obolibrary.org/obo/MBA_524,"Orbital area, medial part, layer 2"
http://purl.obolibrary.org/obo/MBA_10727,"Folium-tuber vermis (VII), Purkinje layer"
http://purl.obolibrary.org/obo/DMBA_111220864,ventricular zone of r9A
http://purl.obolibrary.org/obo/HBA_9650,retroambiguus nucleus
http://purl.obolibrary.org/obo/DHBA_12980,SG in retrosplenial cortex
http://purl.obolibrary.org/obo/HBA_9298,myelencephalic white matter
http://purl.obolibrary.org/obo/HBA_265504578,"central nucleus, medial division, left, ventral part"
http://purl.obolibrary.org/obo/DHBA_11493,layer III of area FI
http://purl.obolibrary.org/obo/HBA_265505482,decussation of the superior cerebellar peduncle
http://purl.obolibrary.org/obo/DHBA_12770,"reticulocerebellar tract, pontine division"
http://purl.obolibrary.org/obo/HBA_4144,"middle temporal gyrus, right"
http://purl.obolibrary.org/obo/DMBA_16307,retromammillary floor
http://purl.obolibrary.org/obo/DHBA_10551,lateral ganglionic eminence
http://purl.obolibrary.org/obo/HBA_9463,"midbrain raphe nuclei, right"
http://purl.obolibrary.org/obo/HBA_4097,"superior parietal lobule, left"
http://purl.obolibrary.org/obo/DMBA_16730,m1B part of the periaqueductal gray
http://purl.obolibrary.org/obo/DHBA_15562,hilus of the inferior olive
http://purl.obolibrary.org/obo/MBA_874,Parabigeminal nucleus
http://purl.obolibrary.org/obo/DHBA_13237,molecular layer of VeA
http://purl.obolibrary.org/obo/DHBA_11619,MZ in posteroventral (inferior) parietal cortex
http://purl.obolibrary.org/obo/DMBA_17339,ventricular zone of r6BM
http://purl.obolibrary.org/obo/DHBA_10864,layer I of area 46d
http://purl.obolibrary.org/obo/DHBA_11548,central portion of GPi
http://purl.obolibrary.org/obo/DMBA_15817,septostriatal part of the olfactory tuberculum
http://purl.obolibrary.org/obo/HBA_9306,"olfactory bulb, right"
http://purl.obolibrary.org/obo/HBA_265504608,"central nucleus, lateral division, right, apical part"
http://purl.obolibrary.org/obo/DMBA_17261,lateral superior olive
http://purl.obolibrary.org/obo/DMBA_16348,intermediate stratum of ZIC
http://purl.obolibrary.org/obo/DHBA_10592,superior longitudinal fasciculus
http://purl.obolibrary.org/obo/DMBA_16181,layer 4 of PrS (lamina dissecans)
http://purl.obolibrary.org/obo/HBA_265504784,"paralmainar nucleus, left, glomerular part"
http://purl.obolibrary.org/obo/MBA_447,"Paraventricular hypothalamic nucleus, descending division, forniceal part"
http://purl.obolibrary.org/obo/DMBA_16049,superficial stratum of TCx (cortical plate/marginal zone)
http://purl.obolibrary.org/obo/DHBA_11231,layer III of area 24mc
http://purl.obolibrary.org/obo/DHBA_266441303,stratum moleculare of caudal CA1
http://purl.obolibrary.org/obo/DHBA_11182,layer II of area V3
http://purl.obolibrary.org/obo/DMBA_16513,ventricular zone of PCom
http://purl.obolibrary.org/obo/MBA_148,"Gustatory areas, layer 4"
http://purl.obolibrary.org/obo/MBA_1007,Simple lobule
http://purl.obolibrary.org/obo/DMBA_16466,anteroventral part of alar thalamus
http://purl.obolibrary.org/obo/DHBA_11825,IZ in posterosuperior (dorsal) parietal cortex
http://purl.obolibrary.org/obo/DMBA_16870,isthmic part of mesencephalic trigeminal nucleus
http://purl.obolibrary.org/obo/MBA_612,Nucleus of the lateral lemniscus
http://purl.obolibrary.org/obo/DHBA_13377,ventricular (germinal) zone of flocculus
http://purl.obolibrary.org/obo/MBA_1042,"Taenia tecta, dorsal part, layer 2"
http://purl.obolibrary.org/obo/DMBA_17479,r9 part of the vestibular column
http://purl.obolibrary.org/obo/DHBA_10193,orbital subdivision of area 10
http://purl.obolibrary.org/obo/MBA_189,Rhomboid nucleus
http://purl.obolibrary.org/obo/HBA_9446,"central gray substance of midbrain, right, lateral division"
http://purl.obolibrary.org/obo/HBA_4269,long insular gyri
http://purl.obolibrary.org/obo/DHBA_11014,layer VI of area 7c
http://purl.obolibrary.org/obo/DHBA_12035,dorsal longitudinal fasciculus
http://purl.obolibrary.org/obo/HBA_265505046,corona radiata
http://purl.obolibrary.org/obo/DMBA_17644,r11 part of nucleus raphe obscurus
http://purl.obolibrary.org/obo/HBA_4185,"cuneus, left"
http://purl.obolibrary.org/obo/DHBA_11371,olfactory part of entorhinal cortex
http://purl.obolibrary.org/obo/MBA_507,Main olfactory bulb
http://purl.obolibrary.org/obo/HBA_9611,"intermediate zone, left"
http://purl.obolibrary.org/obo/DHBA_11707,outer CP in medial temporal-occipital cortex
http://purl.obolibrary.org/obo/HBA_9259,"posterior column of the fornix, right"
http://purl.obolibrary.org/obo/DHBA_11636,MZ in granular insular cortex
http://purl.obolibrary.org/obo/DMBA_17509,r9 part of the lateral reticular nucleus
http://purl.obolibrary.org/obo/HBA_4217,"superior occipital gyrus, right, superior bank of gyrus"
http://purl.obolibrary.org/obo/DHBA_11403,layer I of medial intermediate entorhinal cortex
http://purl.obolibrary.org/obo/MBA_752,cerebellar peduncles
http://purl.obolibrary.org/obo/DHBA_11589,SG in primary visual cortex
http://purl.obolibrary.org/obo/DHBA_11356,deep layers of caudal presubiculum
http://purl.obolibrary.org/obo/DMBA_16389,medial subhabenular nucleus
http://purl.obolibrary.org/obo/DHBA_15550,central tegmental field
http://purl.obolibrary.org/obo/HBA_4007,telencephalon
http://purl.obolibrary.org/obo/DHBA_12841,"lobule III (central lobule and wing, posterior part)"
http://purl.obolibrary.org/obo/DMBA_16826,dorsolateral part of Med
http://purl.obolibrary.org/obo/DHBA_11270,caudal dentate gyrus
http://purl.obolibrary.org/obo/DMBA_112892293,superficial stratum of m2R
http://purl.obolibrary.org/obo/DHBA_12542,"ambiguus nucleus, loose part"
http://purl.obolibrary.org/obo/DMBA_16554,intermediate stratum of JcPD
http://purl.obolibrary.org/obo/DHBA_11913,SZ in dorsomedial extrastriate cortex (V2)
http://purl.obolibrary.org/obo/DHBA_13030,lambdoid septal zone
http://purl.obolibrary.org/obo/DHBA_11753,CP in retrosplenial cortex
http://purl.obolibrary.org/obo/MBA_480149294,"Mediomedial posterior visual area, layer 2/3"
http://purl.obolibrary.org/obo/DMBA_15653,terminal subparaventricular area of THyA
http://purl.obolibrary.org/obo/DHBA_10281,subgenual (subcallosal) division of MFC (area 25)
http://purl.obolibrary.org/obo/HBA_9534,"cochlear nuclei, right"
http://purl.obolibrary.org/obo/HBA_4357,"basomedial nucleus, right, parvicellular division"
http://purl.obolibrary.org/obo/DHBA_12583,"medial vestibular nucleus, parvicellular part"
http://purl.obolibrary.org/obo/PBA_10111,dorsal (magnocellular) division of accessory basal nucleus
http://purl.obolibrary.org/obo/HBA_9052,"peripeduncular nucleus, right"
http://purl.obolibrary.org/obo/DHBA_11327,glomerular layer of olfactory bulb
http://purl.obolibrary.org/obo/HBA_4780,cerebellar nuclei
http://purl.obolibrary.org/obo/HBA_265505134,internal medullary lamina of thalamus
http://purl.obolibrary.org/obo/DMBA_16943,paramedian lobule
http://purl.obolibrary.org/obo/DHBA_11055,layer V of area 42
http://purl.obolibrary.org/obo/DMBA_16020,intermediate stratum of PCx (white matter/subplate)
http://purl.obolibrary.org/obo/DHBA_12325,floor plate of midbrain
http://purl.obolibrary.org/obo/DMBA_17685,lateral (superficial) part of 5Sp
http://purl.obolibrary.org/obo/HBA_4522,"habenular nuclei, left"
http://purl.obolibrary.org/obo/HBA_9519,arcuate nucleus of medulla
http://purl.obolibrary.org/obo/DMBA_15601,mantle zone of PO2
http://purl.obolibrary.org/obo/DHBA_10154,neural tube
http://purl.obolibrary.org/obo/HBA_9652,"retroambiguus nucleus, right"
http://purl.obolibrary.org/obo/DMBA_17085,intermediate stratum of r2BM
http://purl.obolibrary.org/obo/DHBA_10746,layer III of area 14c
http://purl.obolibrary.org/obo/DHBA_11677,outer CP in midlateral extrastriate cortex
http://purl.obolibrary.org/obo/DMBA_16083,layer 6 of CCx
http://purl.obolibrary.org/obo/PBA_10017,caudal orbital frontal cortex (area 13)
http://purl.obolibrary.org/obo/DHBA_11444,layer VI of caudal limiting entorhinal cortex
http://purl.obolibrary.org/obo/MBA_713,perforant path
http://purl.obolibrary.org/obo/DMBA_17450,ventricular zone of r8BI
http://purl.obolibrary.org/obo/HBA_4904,"temporal pole, left, inferior aspect"
http://purl.obolibrary.org/obo/MBA_160,"Anterior olfactory nucleus, layer 1"
http://purl.obolibrary.org/obo/HBA_265505386,brachium of the inferior colliculus
http://purl.obolibrary.org/obo/HBA_9465,"dorsal raphe nucleus, right, dorsal part"
http://purl.obolibrary.org/obo/DHBA_10911,layer V of area 10o
http://purl.obolibrary.org/obo/HBA_4048,"gyrus rectus, left"
http://purl.obolibrary.org/obo/DMBA_17715,intermediate stratum of SpBI
http://purl.obolibrary.org/obo/MBA_1120,Interanteromedial nucleus of the thalamus
http://purl.obolibrary.org/obo/DHBA_12630,ventral gigantocellular reticular nucleus
http://purl.obolibrary.org/obo/DMBA_16683,deep white layer of SC
http://purl.obolibrary.org/obo/DMBA_17263,rostral periolivary nucleus
http://purl.obolibrary.org/obo/DHBA_13071,nanocellular hypothalamic nucleus
http://purl.obolibrary.org/obo/DHBA_10529,intermediate zone
http://purl.obolibrary.org/obo/DMBA_15741,caudal septocommissural area
http://purl.obolibrary.org/obo/DHBA_15511,VZ in dorsolateral temporal cortex
http://purl.obolibrary.org/obo/DHBA_12248,"red nucleus, dorsomedial part"
http://purl.obolibrary.org/obo/DMBA_17756,corticospinal tract
http://purl.obolibrary.org/obo/MBA_58,Medial terminal nucleus of the accessory optic tract
http://purl.obolibrary.org/obo/HBA_4445,"ventral nucleus of the medial geniculate complex, left"
