term,label
http://purl.obolibrary.org/obo/DMBA_15767,mantle zone of PalSe
http://purl.obolibrary.org/obo/DMBA_16291,intermediate periretromammillary nucleus
http://purl.obolibrary.org/obo/MBA_1119,prepyramidal fissure
http://purl.obolibrary.org/obo/HBA_4894,"frontal pole, right, superior aspect"
http://purl.obolibrary.org/obo/DHBA_12174,tail of hippocampus
http://purl.obolibrary.org/obo/HBA_4371,"cortico-medial group, right"
http://purl.obolibrary.org/obo/HBA_9690,"caudal spinal trigeminal nucleus, right, zonal part"
http://purl.obolibrary.org/obo/HBA_265504970,supramamillary commissure
http://purl.obolibrary.org/obo/DMBA_111220598,mantle zone of PcP
http://purl.obolibrary.org/obo/DMBA_17799,tectal commissure
http://purl.obolibrary.org/obo/DHBA_11693,inner CP in primary auditory cortex
http://purl.obolibrary.org/obo/DHBA_13212,SG in lateral (anterior) entorhinal cortex
http://purl.obolibrary.org/obo/DMBA_17566,periventricular stratum of r10BL
http://purl.obolibrary.org/obo/DHBA_10268,occipital neocortex
http://purl.obolibrary.org/obo/HBA_265505682,"ventral tegmental tract, right"
http://purl.obolibrary.org/obo/DMBA_17808,zona limitans interthalamica (external medullary lamina)
http://purl.obolibrary.org/obo/DHBA_10504,"lateral  hypothalamic area, posterior part"
http://purl.obolibrary.org/obo/DMBA_16799,m2 part of pararubral nucleus
http://purl.obolibrary.org/obo/DMBA_16276,"hypothalamic ventricular organ, peduncular part"
http://purl.obolibrary.org/obo/DMBA_111220530,ventricular zone of PO
http://purl.obolibrary.org/obo/DMBA_17731,Rexed's layer 8
http://purl.obolibrary.org/obo/MBA_422,"Subparafascicular nucleus, parvicellular part"
http://purl.obolibrary.org/obo/HBA_4209,"inferior occipital gyrus, right"
http://purl.obolibrary.org/obo/DHBA_ENTITY,DHBA entity
http://purl.obolibrary.org/obo/HBA_265505478,"ponto-cerebellar tract, right"
http://purl.obolibrary.org/obo/DHBA_11259,layer I of granular insular cortex
http://purl.obolibrary.org/obo/DHBA_10817,layer II of area 6m
http://purl.obolibrary.org/obo/MBA_375,Ammon's horn
http://purl.obolibrary.org/obo/HBA_265504808,"medial mammillary nucleus, right, basal division"
http://purl.obolibrary.org/obo/DMBA_16441,posterior paraventricular nucleus
http://purl.obolibrary.org/obo/MBA_480149230,Laterolateral anterior visual area
http://purl.obolibrary.org/obo/DMBA_15623,alar part of terminal hypothalamus
http://purl.obolibrary.org/obo/MBA_540,"Perirhinal area, layer 1"
http://purl.obolibrary.org/obo/DMBA_15855,caudate nucleus
http://purl.obolibrary.org/obo/HBA_4327,amygdala
http://purl.obolibrary.org/obo/DHBA_12534,ventrolateral tegmental nucleus
http://purl.obolibrary.org/obo/DMBA_111220880,periventricular stratum of r9Lim
http://purl.obolibrary.org/obo/DHBA_12262,interfascicular nucleus
http://purl.obolibrary.org/obo/DMBA_16014,sublayer 6a of FCx
http://purl.obolibrary.org/obo/MBA_581,Triangular nucleus of septum
http://purl.obolibrary.org/obo/DMBA_15973,intermediate stratum of AOD
http://purl.obolibrary.org/obo/MBA_113,"Primary somatosensory area, lower limb, layer 2/3"
http://purl.obolibrary.org/obo/HBA_4677,"premammillary nucleus, left, dorsal part"
http://purl.obolibrary.org/obo/DHBA_13253,Purkinje cell layer of PVPs
http://purl.obolibrary.org/obo/DHBA_12075,lateral olfactory stria
http://purl.obolibrary.org/obo/DMBA_16636,superficial stratum of p1B
http://purl.obolibrary.org/obo/DMBA_111220718,superficial stratum of r4Co
http://purl.obolibrary.org/obo/HBA_9322,trigeminal nerve
http://purl.obolibrary.org/obo/MBA_915,"Parabrachial nucleus, medial division, medial medial part"
http://purl.obolibrary.org/obo/DHBA_266441267,uncal CA1
http://purl.obolibrary.org/obo/DMBA_16364,superficial stratum of p3B
http://purl.obolibrary.org/obo/DHBA_10521,CP in periallocortex
http://purl.obolibrary.org/obo/HBA_4060,"lateral orbital gyrus, left"
http://purl.obolibrary.org/obo/MBA_72,Anterodorsal preoptic nucleus
http://purl.obolibrary.org/obo/DHBA_10905,layer V of area 10l
http://purl.obolibrary.org/obo/DHBA_12000,VZ in posteroinferior (ventral) parietal cortex
http://purl.obolibrary.org/obo/DHBA_10474,"periventricular nucleus, supraoptic portion"
http://purl.obolibrary.org/obo/DMBA_17709,superficial stratum of SpBL
http://purl.obolibrary.org/obo/DHBA_266441571,"body of cc, intermediate portion"
http://purl.obolibrary.org/obo/MBA_463,Field CA3
http://purl.obolibrary.org/obo/DHBA_10858,layer II of area 9/46v
http://purl.obolibrary.org/obo/DHBA_13308,MGE-Lateral region
http://purl.obolibrary.org/obo/MBA_705,midbrain tract of the trigeminal nerve
http://purl.obolibrary.org/obo/HBA_9385,anterior occipital sulcus
http://purl.obolibrary.org/obo/HBA_9629,"nucleus of Roller, right"
http://purl.obolibrary.org/obo/DHBA_11137,layer III of area 37
http://purl.obolibrary.org/obo/DHBA_13036,marginal layer of ACTA
http://purl.obolibrary.org/obo/DMBA_15711,"ventral tuberomammillary nucleus, superficial part (histaminergic)"
http://purl.obolibrary.org/obo/DMBA_16482,reticular formation of p2Lim
http://purl.obolibrary.org/obo/DMBA_17184,ventricular zone of r4BL
http://purl.obolibrary.org/obo/DHBA_12218,nucleus of Darkschewitsch
http://purl.obolibrary.org/obo/DHBA_11601,SG in inferolateral temporal cortex
http://purl.obolibrary.org/obo/HBA_4415,"inferior nucleus of the pulvinar, left, lateral division"
http://purl.obolibrary.org/obo/DHBA_12622,noradrenaline/adrenaline cell group 1
http://purl.obolibrary.org/obo/HBA_9105,"external nucleus of the inferior colliculus, left"
http://purl.obolibrary.org/obo/DHBA_11554,medial cell groups of basal nucleus
http://purl.obolibrary.org/obo/DHBA_12575,layer 2 (gelatenous layer) of caudal spinal trigeminal nucleus
http://purl.obolibrary.org/obo/MBA_518,"Subiculum, ventral part"
http://purl.obolibrary.org/obo/DMBA_111220858,superficial stratum of r8Lim
http://purl.obolibrary.org/obo/HBA_4772,"Crus I, right, lateral hemisphere"
http://purl.obolibrary.org/obo/DHBA_11302,stratum lacunosum-moleculare of caudal CA3
http://purl.obolibrary.org/obo/DHBA_11030,layer IV of rostral primary auditory cortex
http://purl.obolibrary.org/obo/MBA_12996,"Somatosensory areas, layer 5"
http://purl.obolibrary.org/obo/DHBA_10212,trunk region of S1
http://purl.obolibrary.org/obo/DMBA_112892411,periventricular stratum of r9F
http://purl.obolibrary.org/obo/DHBA_10669,ventricles of hindbrain
http://purl.obolibrary.org/obo/DHBA_12740,hypothalamospinal tract
http://purl.obolibrary.org/obo/DHBA_11951,inner SZ in primary auditory cortex
http://purl.obolibrary.org/obo/HBA_4733,"I-II, left, lateral hemisphere"
http://purl.obolibrary.org/obo/DMBA_126651874,"ventricles, rhombomere 4"
http://purl.obolibrary.org/obo/DMBA_16220,cap part of PPa
http://purl.obolibrary.org/obo/DHBA_12358,globose-emboliform-rubral tract
http://purl.obolibrary.org/obo/DMBA_16677,superficial layers of TG
http://purl.obolibrary.org/obo/DHBA_12781,rubro-olivary tract
http://purl.obolibrary.org/obo/DMBA_126651594,"ventricles, basal part of terminal hypothalamus"
http://purl.obolibrary.org/obo/DHBA_10562,rostrum of corpus callosum
http://purl.obolibrary.org/obo/MBA_549009223,Parvicellular motor 5 nucleus
http://purl.obolibrary.org/obo/DMBA_16842,internal granular layer of CbVCx
http://purl.obolibrary.org/obo/DHBA_10875,layer V of area 46v
http://purl.obolibrary.org/obo/DHBA_13349,Purkinje cell zone of the vermis
http://purl.obolibrary.org/obo/DMBA_16570,ventricular zone of JcPV
http://purl.obolibrary.org/obo/DMBA_17272,r5 part of basointermediate reticular formation
http://purl.obolibrary.org/obo/HBA_9418,ventricles
http://purl.obolibrary.org/obo/DMBA_111220782,superficial stratum of r6Co
http://purl.obolibrary.org/obo/DMBA_124372464,r2 part of lateral pontine nuclei
http://purl.obolibrary.org/obo/DHBA_11642,MZ in olfactory entorhinal cortex
http://purl.obolibrary.org/obo/DMBA_16883,isthmic part of basolateral isthmic reticular formation
http://purl.obolibrary.org/obo/DMBA_16031,ventricular zone of OCx
http://purl.obolibrary.org/obo/HBA_9591,"medial reticular nucleus of the medulla, left"
http://purl.obolibrary.org/obo/DHBA_13114,SP in rostral midinferior temporal cortex (area 36)
http://purl.obolibrary.org/obo/DHBA_11343,layer I of rostral presubiculum
http://purl.obolibrary.org/obo/MBA_982,Fasciola cinerea
http://purl.obolibrary.org/obo/DHBA_266441415,pyramidal layer of uncal subiculum
http://purl.obolibrary.org/obo/DMBA_17216,r4 part of pontine raphe cell population
http://purl.obolibrary.org/obo/HBA_9459,"dorsal raphe nucleus, left, interfascicular part"
http://purl.obolibrary.org/obo/DMBA_16748,rostral linear nucleus
http://purl.obolibrary.org/obo/DHBA_10992,layer II of area 5m
http://purl.obolibrary.org/obo/DHBA_11093,layer I of area 21r
http://purl.obolibrary.org/obo/MBA_ENTITY,MBA entity
http://purl.obolibrary.org/obo/DHBA_13155,outer SZ in polysensory temporal cortex
http://purl.obolibrary.org/obo/MBA_724,"Anterior hypothalamic nucleus, posterior part"
http://purl.obolibrary.org/obo/DHBA_11992,VZ in ventrolateral prefrontal cortex
http://purl.obolibrary.org/obo/DMBA_17257,r5 part of basolateral reticular formation
http://purl.obolibrary.org/obo/DHBA_12969,SG in caudal cingulate cortex
http://purl.obolibrary.org/obo/DMBA_16177,superficial stratum of PrS (cortical plate/marginal zone)
http://purl.obolibrary.org/obo/HBA_265504926,external (accessory/lateral) cuneate nucleus
http://purl.obolibrary.org/obo/HBA_9224,body of the corpus callosum
http://purl.obolibrary.org/obo/DHBA_12399,interpositus (intermediate) nucleus
http://purl.obolibrary.org/obo/DMBA_126651682,"ventricles, thalamic tegmentum"
http://purl.obolibrary.org/obo/HBA_265505050,"corona radiata, left"
http://purl.obolibrary.org/obo/PBA_10033,layer IVCa of V1
http://purl.obolibrary.org/obo/MBA_276,"Piriform area, molecular layer"
http://purl.obolibrary.org/obo/DHBA_11249,layer III of area 31
http://purl.obolibrary.org/obo/DHBA_13320,SZ part of RMSh
http://purl.obolibrary.org/obo/DHBA_146034832,posteior subcentral sulcus
http://purl.obolibrary.org/obo/HBA_4516,"lenticular fasciculus, right"
http://purl.obolibrary.org/obo/DMBA_17422,r8 part of spinal vestibular nucleus
http://purl.obolibrary.org/obo/DHBA_11718,inner CP in rostral cingulate cortex
http://purl.obolibrary.org/obo/MBA_1109,Parastrial nucleus
http://purl.obolibrary.org/obo/DHBA_11414,layer I of lateral intermediate entorhinal cortex
http://purl.obolibrary.org/obo/DMBA_17360,r7 part of the posteroventral cochlear nucleus
http://purl.obolibrary.org/obo/DHBA_12331,"corticopontine fibers, midbrain portion"
http://purl.obolibrary.org/obo/MBA_530,dorsal fornix
http://purl.obolibrary.org/obo/HBA_9506,"facial motor nucleus, right, medial part"
http://purl.obolibrary.org/obo/DMBA_111220870,intermediate stratum of r9Ve
http://purl.obolibrary.org/obo/DMBA_112892351,superficial stratum of r3F
http://purl.obolibrary.org/obo/HBA_4018,"precentral gyrus, right, superior lateral aspect of gyrus"
http://purl.obolibrary.org/obo/DHBA_13202,SG in polysensory temporal cortex
http://purl.obolibrary.org/obo/DMBA_17772,inferior cerebellar peduncle
http://purl.obolibrary.org/obo/DMBA_16070,sublayer 6a of InsCx
http://purl.obolibrary.org/obo/DHBA_10425,ventral posterior medial nucleus
http://purl.obolibrary.org/obo/DMBA_17304,r6 part of the trigeminal column
http://purl.obolibrary.org/obo/DMBA_17172,mantle zone of r4Tr
http://purl.obolibrary.org/obo/HBA_9387,preoccipital notch
http://purl.obolibrary.org/obo/DHBA_146035012,adjoining structures of fourth ventricle
http://purl.obolibrary.org/obo/DHBA_11764,SP in ventromedial extrastriate cortex (VP)
http://purl.obolibrary.org/obo/DMBA_16789,superficial stratum of m2Lim
http://purl.obolibrary.org/obo/DMBA_126651758,"ventricles, preisthmic midbrain tectum"
http://purl.obolibrary.org/obo/MBA_880,Dorsal tegmental nucleus
http://purl.obolibrary.org/obo/DMBA_17186,periventricular stratum of r4BL
http://purl.obolibrary.org/obo/DHBA_13243,molecular layer of VePi
http://purl.obolibrary.org/obo/DHBA_10292,allocortex
http://purl.obolibrary.org/obo/DMBA_15664,shell of SCH
http://purl.obolibrary.org/obo/PBA_128011670,outer ventricular zone of rostral cingulate cortex
http://purl.obolibrary.org/obo/DMBA_17345,"raphe magnus nucleus, r6 part"
http://purl.obolibrary.org/obo/HBA_4368,"anterior cortical nucleus, left"
http://purl.obolibrary.org/obo/HBA_9312,"optic nerve, right"
http://purl.obolibrary.org/obo/HBA_4135,"superior temporal gyrus, left, lateral bank of gyrus"
http://purl.obolibrary.org/obo/DHBA_266441221,layer I of area 6/32
http://purl.obolibrary.org/obo/DMBA_16954,r1 part of trigeminal sensory column
http://purl.obolibrary.org/obo/DMBA_15900,"medial amygdala, posteroventral part"
http://purl.obolibrary.org/obo/DMBA_126651770,"ventricles, preisthmic tegmentum"
http://purl.obolibrary.org/obo/DMBA_16431,ventral posterior parvicellular nucleus
http://purl.obolibrary.org/obo/DHBA_10759,layer IV of area 11l
http://purl.obolibrary.org/obo/HBA_4604,"paraventricular nucleus of the hypothalamus, right"
http://purl.obolibrary.org/obo/MBA_606,"Retrosplenial area, ventral part, layer 2"
http://purl.obolibrary.org/obo/PBA_10074,CA4 region
http://purl.obolibrary.org/obo/DMBA_17510,parvocellular part of the r9LRt
http://purl.obolibrary.org/obo/DMBA_17463,periventricular stratum of r8BM
http://purl.obolibrary.org/obo/DHBA_10165,upper limb region of M1
http://purl.obolibrary.org/obo/MBA_154,Perihypoglossal nuclei
http://purl.obolibrary.org/obo/DMBA_17096,r3 part of cochlear sensory column
http://purl.obolibrary.org/obo/DHBA_11502,ventral part of CEm
http://purl.obolibrary.org/obo/DMBA_16472,intermediate stratum of p2ZL
http://purl.obolibrary.org/obo/DHBA_11455,layer I of area 35r
http://purl.obolibrary.org/obo/DHBA_12370,frenulum of the superior medullary velum
http://purl.obolibrary.org/obo/DHBA_266441527,medial division of central lateral nucleus 
http://purl.obolibrary.org/obo/MBA_419,"Entorhinal area, medial part, ventral zone, layer 4"
http://purl.obolibrary.org/obo/MBA_571,Midline group of the dorsal thalamus
http://purl.obolibrary.org/obo/DHBA_146034686,layer VI of area 40/39c
http://purl.obolibrary.org/obo/HBA_12941,VIIIA
http://purl.obolibrary.org/obo/HBA_4106,"supramarginal gyrus, left, superior bank of gyrus"
http://purl.obolibrary.org/obo/DHBA_10513,MZ in allocortex
http://purl.obolibrary.org/obo/DMBA_15587,first (dorsal) preoptic domain
http://purl.obolibrary.org/obo/HBA_4059,lateral orbital gyrus
http://purl.obolibrary.org/obo/DHBA_15524,layer II of caudal granular insular cortex
http://purl.obolibrary.org/obo/DMBA_16285,perimammillary part of PHyB
http://purl.obolibrary.org/obo/MBA_1131,intermediate nerve
http://purl.obolibrary.org/obo/PBA_128013014,thalamus
http://purl.obolibrary.org/obo/HBA_9194,superior salivatory nucleus
http://purl.obolibrary.org/obo/DMBA_112892401,intermediate stratum of r8F
http://purl.obolibrary.org/obo/DMBA_17274,lateral trapezoid nucleus
http://purl.obolibrary.org/obo/DMBA_15752,subpallial septum
http://purl.obolibrary.org/obo/DHBA_12259,"substantia nigra, reticular part"
http://purl.obolibrary.org/obo/HBA_4456,"mediodorsal nucleus of the thalamus, right"
http://purl.obolibrary.org/obo/DHBA_12026,radiations of corpus callosum
http://purl.obolibrary.org/obo/DHBA_12181,pretectal region
http://purl.obolibrary.org/obo/HBA_4223,"cingulate gyrus, frontal part, left, superior bank of gyrus"
http://purl.obolibrary.org/obo/DHBA_11595,SG in posterosuperior (dorsal) parietal cortex
http://purl.obolibrary.org/obo/DHBA_267499127,layer I of area V6
http://purl.obolibrary.org/obo/DHBA_146034892,perirhinal gyrus ( rostral part of FuGt)
http://purl.obolibrary.org/obo/HBA_4176,"temporal pole, right"
http://purl.obolibrary.org/obo/HBA_12912,tuberomammillary nucleus
http://purl.obolibrary.org/obo/HBA_265505586,gracile fasciculus
http://purl.obolibrary.org/obo/HBA_9026,"subcuneiform nucleus, right"
http://purl.obolibrary.org/obo/DHBA_13026,marginal layer of posterior cortical nucleus
http://purl.obolibrary.org/obo/DHBA_146035108,ventricle of spinal cord
http://purl.obolibrary.org/obo/DHBA_12808,choroid plexus of the fourth ventricle
http://purl.obolibrary.org/obo/DHBA_10253,rostral subdivision of area 20
http://purl.obolibrary.org/obo/DMBA_17551,r10 part of trigeminal transition zone
http://purl.obolibrary.org/obo/DHBA_12648,endolemniscal nucleus
http://purl.obolibrary.org/obo/DHBA_13339,external portion of median eminence
http://purl.obolibrary.org/obo/DHBA_13172,inner SZ in caudal midinferior temporal cortex (area TF)
http://purl.obolibrary.org/obo/HBA_265504820,"ventral posterior lateral nucleus of the thalamus, right, anterior division"
http://purl.obolibrary.org/obo/HBA_4341,basolateral nucleus
http://purl.obolibrary.org/obo/DMBA_16560,ventricular zone of JcPL
http://purl.obolibrary.org/obo/HBA_9408,preculminate fissure
http://purl.obolibrary.org/obo/DMBA_16937,A4 noradrenergic cell group
http://purl.obolibrary.org/obo/HBA_9241,"cingulum bundle, left"
http://purl.obolibrary.org/obo/DHBA_11020,layer VI of area 7pc
http://purl.obolibrary.org/obo/DHBA_10642,anterior perforated substance
http://purl.obolibrary.org/obo/DMBA_17128,r3 part of basolateral central gray
http://purl.obolibrary.org/obo/MBA_360,"Dorsal peduncular area, layer 2/3"
http://purl.obolibrary.org/obo/HBA_4723,"Crus I, left, paravermis"
http://purl.obolibrary.org/obo/DMBA_16126,mantle zone of CA
http://purl.obolibrary.org/obo/DMBA_17057,periventricular stratum of r2BL
http://purl.obolibrary.org/obo/PBA_128012258,hippocampal plate of CA1
http://purl.obolibrary.org/obo/HBA_9282,"superior longitudinal fasciculus, left"
http://purl.obolibrary.org/obo/DMBA_17362,ventricular zone of r7Ve
http://purl.obolibrary.org/obo/MBA_225,Spinal vestibular nucleus
http://purl.obolibrary.org/obo/DHBA_11902,outer plexiform zone in ventrolateral prefrontal cortex
http://purl.obolibrary.org/obo/DMBA_15793,"substantia innominata/basal nucleus, transitional part"
http://purl.obolibrary.org/obo/DMBA_16908,"substantia nigra compacta, isthmic part"
http://purl.obolibrary.org/obo/DHBA_12067,middle longitudinal fasciculus
http://purl.obolibrary.org/obo/MBA_819,"Anterior cingulate area, ventral part, 6b"
http://purl.obolibrary.org/obo/DHBA_11603,SG in posterior parahippocampal cortex
http://purl.obolibrary.org/obo/MBA_266,"Lateral septal nucleus, ventral part"
http://purl.obolibrary.org/obo/HBA_9114,superior colliculus
http://purl.obolibrary.org/obo/HBA_4506,"reticular nucleus of thalamus, left"
http://purl.obolibrary.org/obo/MBA_484682500,"Prosubiculum, ventral part, pyramidal layer"
http://purl.obolibrary.org/obo/DMBA_17174,r4 part of trigeminal transition zone
http://purl.obolibrary.org/obo/DHBA_10378,Intercalated nucleus of amygdala
http://purl.obolibrary.org/obo/DHBA_12504,accessory trigeminal nucleus
http://purl.obolibrary.org/obo/DHBA_12736,dorsal trigeminothalamic tract
http://purl.obolibrary.org/obo/DHBA_12232,"caudal linear nucleus of the raphe, azygos part"
http://purl.obolibrary.org/obo/DHBA_13260,granular cell layer of PVF
http://purl.obolibrary.org/obo/DMBA_17721,Onuf's nucleus
http://purl.obolibrary.org/obo/DHBA_11668,outer CP in primary visual cortex
http://purl.obolibrary.org/obo/DHBA_10294,hippocampus (hippocampal formation)
http://purl.obolibrary.org/obo/DHBA_12689,basal plate of intermediate zone of hindbrain
http://purl.obolibrary.org/obo/MBA_431,"Field CA2, stratum lacunosum-moleculare"
http://purl.obolibrary.org/obo/DMBA_17674,superficial stratum of the SpAL
http://purl.obolibrary.org/obo/PBA_10141,basal nucleus of Meynert
http://purl.obolibrary.org/obo/HBA_4380,"lateral nucleus, left, dorsal medial division"
http://purl.obolibrary.org/obo/HBA_4319,"nucleus of the anterior commissure, right"
http://purl.obolibrary.org/obo/HBA_9449,Edinger-Westphal nucleus
http://purl.obolibrary.org/obo/DHBA_10326,area 30 of retrosplenial cortex
http://purl.obolibrary.org/obo/DMBA_111220738,ventricular zone of r4B
http://purl.obolibrary.org/obo/DMBA_16098,layer 5 of RSC
http://purl.obolibrary.org/obo/HBA_9370,parietal lobe sulci
http://purl.obolibrary.org/obo/HBA_9614,"lateral medullary reticular group, left"
http://purl.obolibrary.org/obo/DMBA_16167,intermediate stratum of S
http://purl.obolibrary.org/obo/DMBA_15965,"AOB, outer plexiform layer"
http://purl.obolibrary.org/obo/DMBA_17098,mantle zone of r3Co
http://purl.obolibrary.org/obo/HBA_4669,"supramammillary nucleus, left"
http://purl.obolibrary.org/obo/DHBA_12372,posterior perforated substance
http://purl.obolibrary.org/obo/DMBA_16604,mantle zone of CoPV
http://purl.obolibrary.org/obo/PBA_4000,"medial frontal cortex (areas 24, 25 and 32)"
http://purl.obolibrary.org/obo/DMBA_17412,superficial stratum of r7BM
http://purl.obolibrary.org/obo/DHBA_11943,SZ in dorsomedial parietal cortex (area 7m)
http://purl.obolibrary.org/obo/HBA_9065,"trochlear nucleus, right"
http://purl.obolibrary.org/obo/DMBA_16332,posteroventral part of alar p3
http://purl.obolibrary.org/obo/MBA_907,Paracentral nucleus
http://purl.obolibrary.org/obo/HBA_265504550,"basomedial nucleus, right, dorsal division"
http://purl.obolibrary.org/obo/DMBA_126651866,"ventricles, r3 basal plate"
http://purl.obolibrary.org/obo/DHBA_10466,subthalamic nucleus
http://purl.obolibrary.org/obo/MBA_480149246,"Laterolateral anterior visual area,layer 5"
http://purl.obolibrary.org/obo/DMBA_16645,p1F part of periaqueductal gray
http://purl.obolibrary.org/obo/MBA_789,Nucleus z
http://purl.obolibrary.org/obo/DMBA_111220708,mantle zone of r3B
http://purl.obolibrary.org/obo/DHBA_11989,VZ in orbital frontal cortex
http://purl.obolibrary.org/obo/DMBA_16373,superficial stratum of p3F
http://purl.obolibrary.org/obo/DHBA_11105,layer I of area 21c
http://purl.obolibrary.org/obo/DHBA_11756,SP in dorsomedial frontal cortex
http://purl.obolibrary.org/obo/DHBA_12271,"interpeduncular nucleus, apical subnucleus"
http://purl.obolibrary.org/obo/MBA_81,lateral ventricle
http://purl.obolibrary.org/obo/DMBA_17762,decussation of scp
http://purl.obolibrary.org/obo/MBA_472,"Medial amygdalar nucleus, posterodorsal part, sublayer a"
http://purl.obolibrary.org/obo/DMBA_15656,periventricular stratum of TSPaA
http://purl.obolibrary.org/obo/HBA_9143,"facial motor nucleus, left"
http://purl.obolibrary.org/obo/DHBA_266441681,velum interpositum
http://purl.obolibrary.org/obo/DMBA_111220826,superficial stratum of r7Tr
http://purl.obolibrary.org/obo/DHBA_11146,layer I of area TL
http://purl.obolibrary.org/obo/DMBA_16995,ventricular zone of r1BM
http://purl.obolibrary.org/obo/DMBA_16186,parasubiculum
http://purl.obolibrary.org/obo/DHBA_10771,layer IV of area 13l
http://purl.obolibrary.org/obo/MBA_25,simple fissure
http://purl.obolibrary.org/obo/DHBA_12328,brachium of superior colliculus
http://purl.obolibrary.org/obo/HBA_4525,"lateral habenular nucleus, left, magnocellular division"
http://purl.obolibrary.org/obo/MBA_527,"Dorsal auditory area, layer 1"
http://purl.obolibrary.org/obo/DHBA_10157,gray matter of forebrain
http://purl.obolibrary.org/obo/HBA_9493,"pontine nuclei, right"
http://purl.obolibrary.org/obo/DHBA_12460,medial nucleus of trapezoid body
http://purl.obolibrary.org/obo/DHBA_12082,sagittal stratum
http://purl.obolibrary.org/obo/DHBA_11496,layer I of area TI
http://purl.obolibrary.org/obo/DMBA_17500,r9 basal plate
http://purl.obolibrary.org/obo/DHBA_11263,layer V of granular insular cortex
http://purl.obolibrary.org/obo/MBA_948,cochlear nerve
http://purl.obolibrary.org/obo/HBA_265504998,angular bundle
http://purl.obolibrary.org/obo/DMBA_126651954,"ventricles, r7 basal plate"
http://purl.obolibrary.org/obo/DMBA_17201,r4 part of central gray nucleus alpha
http://purl.obolibrary.org/obo/DMBA_16733,"oculomotor nucleus, Edinger-Westphal subnucleus"
http://purl.obolibrary.org/obo/MBA_877,tectospinal pathway
http://purl.obolibrary.org/obo/DHBA_11005,layer III of area 7m
http://purl.obolibrary.org/obo/MBA_644,"Somatomotor areas, Layer 6a"
http://purl.obolibrary.org/obo/MBA_1123,inferior cerebellar peduncle
http://purl.obolibrary.org/obo/DMBA_16686,intermediate white layer of SC
http://purl.obolibrary.org/obo/MBA_409,Lateral visual area
http://purl.obolibrary.org/obo/DHBA_13162,inner SZ in midlateral temporal cortex
http://purl.obolibrary.org/obo/MBA_1074,"Anterolateral visual area, layer 1"
http://purl.obolibrary.org/obo/HBA_9309,"optic tract, left"
http://purl.obolibrary.org/obo/HBA_9231,arcuate fasciculus
http://purl.obolibrary.org/obo/HBA_4640,"ventromedial hypothalamic nucleus, left, central part"
http://purl.obolibrary.org/obo/DHBA_15514,caudal dysgranular insular cortex
http://purl.obolibrary.org/obo/DMBA_16428,ventral lateral nucleus
http://purl.obolibrary.org/obo/HBA_4032,"middle frontal gyrus, right"
http://purl.obolibrary.org/obo/HBA_9184,"medial superior olivary nucleus, left"
http://purl.obolibrary.org/obo/DMBA_111220914,mantle zone of r10B
http://purl.obolibrary.org/obo/DHBA_11234,layer VI of area 24mc
http://purl.obolibrary.org/obo/DHBA_12756,internal arcuate fibers
http://purl.obolibrary.org/obo/DHBA_11187,layer I of area VP
http://purl.obolibrary.org/obo/DHBA_266441259,subgranular zone of uncal dentate gyrus
http://purl.obolibrary.org/obo/HBA_4681,"tuberomammillary nucleus, right"
http://purl.obolibrary.org/obo/DHBA_12416,pontine tegmentum
http://purl.obolibrary.org/obo/DMBA_16469,mantle zone of p2ZL
http://purl.obolibrary.org/obo/DMBA_112892343,ventricular zone of r3F
http://purl.obolibrary.org/obo/DHBA_266441181,layer V of area 44op
http://purl.obolibrary.org/obo/MBA_42,"Superior colliculus, motor related, deep white layer"
http://purl.obolibrary.org/obo/MBA_615,"Substantia nigra, lateral part"
http://purl.obolibrary.org/obo/HBA_9581,lateral pericuneate nucleus
http://purl.obolibrary.org/obo/MBA_568,Accessory abducens nucleus
http://purl.obolibrary.org/obo/HBA_4382,"lateral nucleus, right"
http://purl.obolibrary.org/obo/HBA_9016,"interstitial nucleus of Cajal, left"
http://purl.obolibrary.org/obo/DMBA_16545,"anterior pretectal nucleus, ventral core part"
http://purl.obolibrary.org/obo/DHBA_10578,body of the fornix
http://purl.obolibrary.org/obo/DMBA_15703,ventricular zone of THyB-V
http://purl.obolibrary.org/obo/HBA_4407,"medioventral nucleus of the thalamus, left"
http://purl.obolibrary.org/obo/DMBA_16858,isthmic part of the periaqueductal gray
http://purl.obolibrary.org/obo/DHBA_10279,ventral division of MFC (area 24)
http://purl.obolibrary.org/obo/DMBA_16586,principal pretectal nucleus
http://purl.obolibrary.org/obo/MBA_10703,"Dentate gyrus, molecular layer"
http://purl.obolibrary.org/obo/DHBA_11318,molecular layer of rostral prosubiculum
http://purl.obolibrary.org/obo/DMBA_16774,periventricular stratum of m2AL
http://purl.obolibrary.org/obo/PBA_128012270,hippocampal intermediate zone of CA1
http://purl.obolibrary.org/obo/DHBA_11046,layer II of area 20c
http://purl.obolibrary.org/obo/MBA_685,Ventral medial nucleus of the thalamus
http://purl.obolibrary.org/obo/MBA_480149318,"Medial visual area, layer 1"
http://purl.obolibrary.org/obo/DHBA_146035060,laminar III and IV of spinal cord
http://purl.obolibrary.org/obo/HBA_265505702,cerebral aquaduct
http://purl.obolibrary.org/obo/DHBA_11359,proximal parasubiculum
http://purl.obolibrary.org/obo/DMBA_16516,periventricular zone of PCom
http://purl.obolibrary.org/obo/HBA_4120,"precuneus, left, superior lateral bank of gyrus"
