o,s,olabel,slabel,user_olabel,user_slabel
UBERON:0002285,UBERON:0002616,telencephalic ventricle,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651562,http://purl.obolibrary.org/obo/DMBA_126651634
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651562,http://purl.obolibrary.org/obo/DMBA_126651634
UBERON:0003040,UBERON:0002551,central gray substance of midbrain,interstitial nucleus of Cajal,http://purl.obolibrary.org/obo/MBA_795,http://purl.obolibrary.org/obo/MBA_67
UBERON:0002616,UBERON:0002551,regional part of brain,interstitial nucleus of Cajal,http://purl.obolibrary.org/obo/MBA_795,http://purl.obolibrary.org/obo/MBA_67
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16172,http://purl.obolibrary.org/obo/DMBA_16173
UBERON:0001953,UBERON:0002616,presubiculum,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16172,http://purl.obolibrary.org/obo/DMBA_16173
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16277,http://purl.obolibrary.org/obo/DMBA_16282
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16829,http://purl.obolibrary.org/obo/DMBA_16838
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_918,http://purl.obolibrary.org/obo/MBA_52
UBERON:0007225,UBERON:0002616,lateral entorhinal cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_918,http://purl.obolibrary.org/obo/MBA_52
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220730,http://purl.obolibrary.org/obo/DMBA_17173
UBERON:0001946,UBERON:0002563,inferior colliculus,central nucleus of inferior colliculus,http://purl.obolibrary.org/obo/MBA_4,http://purl.obolibrary.org/obo/MBA_811
UBERON:0002616,UBERON:0002563,regional part of brain,central nucleus of inferior colliculus,http://purl.obolibrary.org/obo/MBA_4,http://purl.obolibrary.org/obo/MBA_811
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_871,http://purl.obolibrary.org/obo/MBA_285
UBERON:0007703,UBERON:0002616,spinothalamic tract,regional part of brain,http://purl.obolibrary.org/obo/MBA_871,http://purl.obolibrary.org/obo/MBA_285
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16399,http://purl.obolibrary.org/obo/DMBA_16406
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17487,http://purl.obolibrary.org/obo/DMBA_111220876
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17415,http://purl.obolibrary.org/obo/DMBA_112892385
UBERON:0005585,UBERON:0002616,rhombomere 7 floor plate,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17415,http://purl.obolibrary.org/obo/DMBA_112892385
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15842,http://purl.obolibrary.org/obo/DMBA_15843
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16528,http://purl.obolibrary.org/obo/DMBA_16529
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16549,http://purl.obolibrary.org/obo/DMBA_16551
UBERON:0009050,UBERON:0002616,nucleus of solitary tract,regional part of brain,http://purl.obolibrary.org/obo/MBA_651,http://purl.obolibrary.org/obo/MBA_682
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_651,http://purl.obolibrary.org/obo/MBA_682
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220854,http://purl.obolibrary.org/obo/DMBA_112892393
UBERON:0000411,UBERON:0035890,visual cortex,postrhinal area,http://purl.obolibrary.org/obo/MBA_669,http://purl.obolibrary.org/obo/MBA_312782628
UBERON:0002616,UBERON:0035890,regional part of brain,postrhinal area,http://purl.obolibrary.org/obo/MBA_669,http://purl.obolibrary.org/obo/MBA_312782628
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16652,http://purl.obolibrary.org/obo/DMBA_16654
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16762,http://purl.obolibrary.org/obo/DMBA_16763
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17715,http://purl.obolibrary.org/obo/DMBA_17716
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_112892431,http://purl.obolibrary.org/obo/DMBA_112892437
UBERON:0008933,UBERON:0002616,primary somatosensory cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_322,http://purl.obolibrary.org/obo/MBA_793
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_322,http://purl.obolibrary.org/obo/MBA_793
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15566,http://purl.obolibrary.org/obo/DMBA_16308
UBERON:0001890,UBERON:0002616,forebrain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15566,http://purl.obolibrary.org/obo/DMBA_16308
UBERON:0010415,UBERON:0035875,barrel cortex,primary somatosensory area barrel field layer 6b,http://purl.obolibrary.org/obo/MBA_329,http://purl.obolibrary.org/obo/MBA_1062
UBERON:0002616,UBERON:0035875,regional part of brain,primary somatosensory area barrel field layer 6b,http://purl.obolibrary.org/obo/MBA_329,http://purl.obolibrary.org/obo/MBA_1062
UBERON:0002436,UBERON:0002616,primary visual cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_385,http://purl.obolibrary.org/obo/MBA_778
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_385,http://purl.obolibrary.org/obo/MBA_778
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17735,http://purl.obolibrary.org/obo/DMBA_17786
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16364,http://purl.obolibrary.org/obo/DMBA_16367
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15886,http://purl.obolibrary.org/obo/DMBA_15888
UBERON:0035890,UBERON:0002616,postrhinal area,regional part of brain,http://purl.obolibrary.org/obo/MBA_312782628,http://purl.obolibrary.org/obo/MBA_312782648
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_312782628,http://purl.obolibrary.org/obo/MBA_312782648
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16489,http://purl.obolibrary.org/obo/DMBA_16492
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220904,http://purl.obolibrary.org/obo/DMBA_17554
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15666,http://purl.obolibrary.org/obo/DMBA_15667
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220832,http://purl.obolibrary.org/obo/DMBA_17378
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15589,http://purl.obolibrary.org/obo/DMBA_15593
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17540,http://purl.obolibrary.org/obo/DMBA_111220890
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16141,http://purl.obolibrary.org/obo/DMBA_16146
UBERON:0003883,UBERON:0002616,CA3 field of hippocampus,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16141,http://purl.obolibrary.org/obo/DMBA_16146
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17036,http://purl.obolibrary.org/obo/DMBA_17037
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220636,http://purl.obolibrary.org/obo/DMBA_16963
UBERON:0002616,UBERON:0009777,regional part of brain,intermediate reticular nucleus,http://purl.obolibrary.org/obo/MBA_370,http://purl.obolibrary.org/obo/MBA_136
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16282,http://purl.obolibrary.org/obo/DMBA_16283
UBERON:0002616,UBERON:0001647,regional part of brain,facial nerve,http://purl.obolibrary.org/obo/MBA_967,http://purl.obolibrary.org/obo/MBA_798
UBERON:0001785,UBERON:0001647,cranial nerve,facial nerve,http://purl.obolibrary.org/obo/MBA_967,http://purl.obolibrary.org/obo/MBA_798
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17537,http://purl.obolibrary.org/obo/DMBA_112892407
UBERON:0002591,UBERON:0002616,oral part of spinal trigeminal nucleus,regional part of brain,http://purl.obolibrary.org/obo/MBA_445,http://purl.obolibrary.org/obo/MBA_53
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_445,http://purl.obolibrary.org/obo/MBA_53
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220728,http://purl.obolibrary.org/obo/DMBA_17174
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16542,http://purl.obolibrary.org/obo/DMBA_16543
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1033,http://purl.obolibrary.org/obo/MBA_10685
UBERON:0005347,UBERON:0002616,copula pyramidis,regional part of brain,http://purl.obolibrary.org/obo/MBA_1033,http://purl.obolibrary.org/obo/MBA_10685
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651874,http://purl.obolibrary.org/obo/DMBA_126651882
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1068,http://purl.obolibrary.org/obo/MBA_722
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_359,http://purl.obolibrary.org/obo/MBA_546
UBERON:0011173,UBERON:0002616,anterior division of bed nuclei of stria terminalis,regional part of brain,http://purl.obolibrary.org/obo/MBA_359,http://purl.obolibrary.org/obo/MBA_546
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15834,http://purl.obolibrary.org/obo/DMBA_15835
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17727,http://purl.obolibrary.org/obo/DMBA_17730
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17643,http://purl.obolibrary.org/obo/DMBA_17646
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651918,http://purl.obolibrary.org/obo/DMBA_126651926
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651898,http://purl.obolibrary.org/obo/DMBA_126651902
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16636,http://purl.obolibrary.org/obo/DMBA_16639
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_315,http://purl.obolibrary.org/obo/MBA_669
UBERON:0001950,UBERON:0002616,neocortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_315,http://purl.obolibrary.org/obo/MBA_669
UBERON:0009050,UBERON:0002616,nucleus of solitary tract,regional part of brain,http://purl.obolibrary.org/obo/MBA_651,http://purl.obolibrary.org/obo/MBA_691
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_651,http://purl.obolibrary.org/obo/MBA_691
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16762,http://purl.obolibrary.org/obo/DMBA_16764
UBERON:0004727,UBERON:0002952,cochlear nerve,intermediate acoustic stria,http://purl.obolibrary.org/obo/MBA_948,http://purl.obolibrary.org/obo/MBA_641
UBERON:0002616,UBERON:0002952,regional part of brain,intermediate acoustic stria,http://purl.obolibrary.org/obo/MBA_948,http://purl.obolibrary.org/obo/MBA_641
UBERON:0002037,UBERON:0002130,cerebellum,cerebellar nuclear complex,http://purl.obolibrary.org/obo/MBA_512,http://purl.obolibrary.org/obo/MBA_519
UBERON:0002616,UBERON:0002130,regional part of brain,cerebellar nuclear complex,http://purl.obolibrary.org/obo/MBA_512,http://purl.obolibrary.org/obo/MBA_519
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17584,http://purl.obolibrary.org/obo/DMBA_17585
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17250,http://purl.obolibrary.org/obo/DMBA_111220770
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16466,http://purl.obolibrary.org/obo/DMBA_111220594
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16352,http://purl.obolibrary.org/obo/DMBA_16368
UBERON:0002616,UBERON:0005349,regional part of brain,paramedian lobule,http://purl.obolibrary.org/obo/MBA_1073,http://purl.obolibrary.org/obo/MBA_1025
UBERON:0002245,UBERON:0005349,cerebellar hemisphere,paramedian lobule,http://purl.obolibrary.org/obo/MBA_1073,http://purl.obolibrary.org/obo/MBA_1025
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16035,http://purl.obolibrary.org/obo/DMBA_16037
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17220,http://purl.obolibrary.org/obo/DMBA_17290
UBERON:0002887,UBERON:0002616,basal amygdaloid nucleus,regional part of brain,http://purl.obolibrary.org/obo/MBA_295,http://purl.obolibrary.org/obo/MBA_311
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_295,http://purl.obolibrary.org/obo/MBA_311
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16172,http://purl.obolibrary.org/obo/DMBA_16174
UBERON:0001953,UBERON:0002616,presubiculum,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16172,http://purl.obolibrary.org/obo/DMBA_16174
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16829,http://purl.obolibrary.org/obo/DMBA_16839
UBERON:0002616,UBERON:0006086,regional part of brain,stria medullaris,http://purl.obolibrary.org/obo/MBA_1083,http://purl.obolibrary.org/obo/MBA_802
UBERON:0002616,UBERON:0004703,regional part of brain,dorsal thalamus,http://purl.obolibrary.org/obo/DMBA_16395,http://purl.obolibrary.org/obo/DMBA_16396
UBERON:0002616,UBERON:0002161,regional part of brain,gracile nucleus,http://purl.obolibrary.org/obo/MBA_720,http://purl.obolibrary.org/obo/MBA_1039
UBERON:0018238,UBERON:0002161,dorsal column nucleus,gracile nucleus,http://purl.obolibrary.org/obo/MBA_720,http://purl.obolibrary.org/obo/MBA_1039
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15702,http://purl.obolibrary.org/obo/DMBA_15703
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220908,http://purl.obolibrary.org/obo/DMBA_17559
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16399,http://purl.obolibrary.org/obo/DMBA_16407
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16007,http://purl.obolibrary.org/obo/DMBA_16010
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15838,http://purl.obolibrary.org/obo/DMBA_15840
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15959,http://purl.obolibrary.org/obo/DMBA_15960
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16541,http://purl.obolibrary.org/obo/DMBA_16544
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16551,http://purl.obolibrary.org/obo/DMBA_16552
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1040,http://purl.obolibrary.org/obo/MBA_34
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_22,http://purl.obolibrary.org/obo/MBA_683
UBERON:0035886,UBERON:0002616,posterior parietal association areas,regional part of brain,http://purl.obolibrary.org/obo/MBA_22,http://purl.obolibrary.org/obo/MBA_683
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_51,http://purl.obolibrary.org/obo/MBA_599
UBERON:0002733,UBERON:0002616,intralaminar nuclear group,regional part of brain,http://purl.obolibrary.org/obo/MBA_51,http://purl.obolibrary.org/obo/MBA_599
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16654,http://purl.obolibrary.org/obo/DMBA_16655
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17735,http://purl.obolibrary.org/obo/DMBA_17783
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17373,http://purl.obolibrary.org/obo/DMBA_17375
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_229,http://purl.obolibrary.org/obo/MBA_794
UBERON:0009907,UBERON:0002616,sensory root of trigeminal nerve,regional part of brain,http://purl.obolibrary.org/obo/MBA_229,http://purl.obolibrary.org/obo/MBA_794
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17237,http://purl.obolibrary.org/obo/DMBA_111220762
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16378,http://purl.obolibrary.org/obo/DMBA_111220586
UBERON:0002129,UBERON:0005350,cerebellar cortex,lobule simplex,http://purl.obolibrary.org/obo/DMBA_16939,http://purl.obolibrary.org/obo/DMBA_16940
UBERON:0002616,UBERON:0005350,regional part of brain,lobule simplex,http://purl.obolibrary.org/obo/DMBA_16939,http://purl.obolibrary.org/obo/DMBA_16940
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15888,http://purl.obolibrary.org/obo/DMBA_15889
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_566,http://purl.obolibrary.org/obo/MBA_1140
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_353,http://purl.obolibrary.org/obo/MBA_838
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16492,http://purl.obolibrary.org/obo/DMBA_16493
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_484682492,http://purl.obolibrary.org/obo/MBA_484682496
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17123,http://purl.obolibrary.org/obo/DMBA_111220708
UBERON:0002616,UBERON:0014556,regional part of brain,CA3 stratum radiatum,http://purl.obolibrary.org/obo/DMBA_16141,http://purl.obolibrary.org/obo/DMBA_16145
UBERON:0003883,UBERON:0014556,CA3 field of hippocampus,CA3 stratum radiatum,http://purl.obolibrary.org/obo/DMBA_16141,http://purl.obolibrary.org/obo/DMBA_16145
UBERON:0002616,UBERON:0014551,regional part of brain,CA2 stratum oriens,http://purl.obolibrary.org/obo/DMBA_16136,http://purl.obolibrary.org/obo/DMBA_16138
UBERON:0003882,UBERON:0014551,CA2 field of hippocampus,CA2 stratum oriens,http://purl.obolibrary.org/obo/DMBA_16136,http://purl.obolibrary.org/obo/DMBA_16138
UBERON:0002892,UBERON:0002616,medial amygdaloid nucleus,regional part of brain,http://purl.obolibrary.org/obo/MBA_403,http://purl.obolibrary.org/obo/MBA_418
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_403,http://purl.obolibrary.org/obo/MBA_418
UBERON:0001869,UBERON:0002616,cerebral hemisphere,regional part of brain,http://purl.obolibrary.org/obo/MBA_403,http://purl.obolibrary.org/obo/MBA_418
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651566,http://purl.obolibrary.org/obo/DMBA_126651570
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17318,http://purl.obolibrary.org/obo/DMBA_111220802
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15831,http://purl.obolibrary.org/obo/DMBA_15832
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_918,http://purl.obolibrary.org/obo/MBA_312
UBERON:0007225,UBERON:0002616,lateral entorhinal cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_918,http://purl.obolibrary.org/obo/MBA_312
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15593,http://purl.obolibrary.org/obo/DMBA_15594
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220636,http://purl.obolibrary.org/obo/DMBA_16964
UBERON:0018262,UBERON:0002616,dorsal zone of medial entorhinal cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_926,http://purl.obolibrary.org/obo/MBA_543
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_926,http://purl.obolibrary.org/obo/MBA_543
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_480149202,http://purl.obolibrary.org/obo/MBA_480149222
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1033,http://purl.obolibrary.org/obo/MBA_10686
UBERON:0005347,UBERON:0002616,copula pyramidis,regional part of brain,http://purl.obolibrary.org/obo/MBA_1033,http://purl.obolibrary.org/obo/MBA_10686
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17107,http://purl.obolibrary.org/obo/DMBA_17109
UBERON:0002616,UBERON:0019272,regional part of brain,mesomere 1,http://purl.obolibrary.org/obo/DMBA_16649,http://purl.obolibrary.org/obo/DMBA_16650
UBERON:0001891,UBERON:0019272,midbrain,mesomere 1,http://purl.obolibrary.org/obo/DMBA_16649,http://purl.obolibrary.org/obo/DMBA_16650
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17683,http://purl.obolibrary.org/obo/DMBA_17684
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17063,http://purl.obolibrary.org/obo/DMBA_17061
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_323,http://purl.obolibrary.org/obo/MBA_58
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220732,http://purl.obolibrary.org/obo/DMBA_17179
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_824,http://purl.obolibrary.org/obo/MBA_150
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17643,http://purl.obolibrary.org/obo/DMBA_17647
UBERON:0002776,UBERON:0002616,ventral nuclear group,regional part of brain,http://purl.obolibrary.org/obo/MBA_637,http://purl.obolibrary.org/obo/MBA_563807435
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_637,http://purl.obolibrary.org/obo/MBA_563807435
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16952,http://purl.obolibrary.org/obo/DMBA_111220626
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_467,http://purl.obolibrary.org/obo/MBA_1004
UBERON:0002272,UBERON:0002616,medial zone of hypothalamus,regional part of brain,http://purl.obolibrary.org/obo/MBA_467,http://purl.obolibrary.org/obo/MBA_1004
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_51,http://purl.obolibrary.org/obo/MBA_930
UBERON:0002733,UBERON:0002616,intralaminar nuclear group,regional part of brain,http://purl.obolibrary.org/obo/MBA_51,http://purl.obolibrary.org/obo/MBA_930
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17584,http://purl.obolibrary.org/obo/DMBA_17586
UBERON:0002616,UBERON:0002893,regional part of brain,nucleus of lateral olfactory tract,http://purl.obolibrary.org/obo/DMBA_15949,http://purl.obolibrary.org/obo/DMBA_15951
UBERON:0002616,UBERON:0005573,regional part of brain,rhombomere 3 floor plate,http://purl.obolibrary.org/obo/DMBA_17093,http://purl.obolibrary.org/obo/DMBA_17155
UBERON:0005507,UBERON:0005573,rhombomere 3,rhombomere 3 floor plate,http://purl.obolibrary.org/obo/DMBA_17093,http://purl.obolibrary.org/obo/DMBA_17155
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_112892397,http://purl.obolibrary.org/obo/DMBA_112892399
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16764,http://purl.obolibrary.org/obo/DMBA_16769
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17324,http://purl.obolibrary.org/obo/DMBA_17325
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16399,http://purl.obolibrary.org/obo/DMBA_16404
UBERON:0001885,UBERON:0002616,dentate gyrus of hippocampal formation,regional part of brain,http://purl.obolibrary.org/obo/MBA_726,http://purl.obolibrary.org/obo/MBA_799
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_726,http://purl.obolibrary.org/obo/MBA_799
