o,s,olabel,slabel,user_olabel,user_slabel
UBERON:0002289,UBERON:0002616,midbrain cerebral aqueduct,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651722,http://purl.obolibrary.org/obo/DMBA_126651726
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651722,http://purl.obolibrary.org/obo/DMBA_126651726
UBERON:0002616,UBERON:0019308,regional part of brain,septohypothalamic nucleus,http://purl.obolibrary.org/obo/DMBA_15759,http://purl.obolibrary.org/obo/DMBA_15761
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16504,http://purl.obolibrary.org/obo/DMBA_16506
UBERON:0002616,UBERON:0002160,regional part of brain,nucleus prepositus,http://purl.obolibrary.org/obo/MBA_154,http://purl.obolibrary.org/obo/MBA_169
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_278,http://purl.obolibrary.org/obo/MBA_536
UBERON:0004083,UBERON:0002616,cerebellum vermis lobule X,regional part of brain,http://purl.obolibrary.org/obo/MBA_968,http://purl.obolibrary.org/obo/MBA_10736
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_968,http://purl.obolibrary.org/obo/MBA_10736
UBERON:0002616,UBERON:0002590,regional part of brain,prepyriform area,http://purl.obolibrary.org/obo/MBA_698,http://purl.obolibrary.org/obo/MBA_961
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17451,http://purl.obolibrary.org/obo/DMBA_17452
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15617,http://purl.obolibrary.org/obo/DMBA_15619
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16114,http://purl.obolibrary.org/obo/DMBA_112892265
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_182,http://purl.obolibrary.org/obo/MBA_770
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17286,http://purl.obolibrary.org/obo/DMBA_17288
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15687,http://purl.obolibrary.org/obo/DMBA_15689
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15878,http://purl.obolibrary.org/obo/DMBA_15880
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15997,http://purl.obolibrary.org/obo/DMBA_15998
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_348,http://purl.obolibrary.org/obo/MBA_374
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_519,http://purl.obolibrary.org/obo/MBA_989
UBERON:0002130,UBERON:0002616,cerebellar nuclear complex,regional part of brain,http://purl.obolibrary.org/obo/MBA_519,http://purl.obolibrary.org/obo/MBA_989
UBERON:0002707,UBERON:0002616,corticospinal tract,regional part of brain,http://purl.obolibrary.org/obo/MBA_784,http://purl.obolibrary.org/obo/MBA_198
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_784,http://purl.obolibrary.org/obo/MBA_198
UBERON:0000411,UBERON:0002616,visual cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_669,http://purl.obolibrary.org/obo/MBA_312782574
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_669,http://purl.obolibrary.org/obo/MBA_312782574
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_500,http://purl.obolibrary.org/obo/MBA_947
UBERON:0035890,UBERON:0002616,postrhinal area,regional part of brain,http://purl.obolibrary.org/obo/MBA_312782628,http://purl.obolibrary.org/obo/MBA_312782652
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_312782628,http://purl.obolibrary.org/obo/MBA_312782652
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16035,http://purl.obolibrary.org/obo/DMBA_16041
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16705,http://purl.obolibrary.org/obo/DMBA_16706
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15670,http://purl.obolibrary.org/obo/DMBA_15671
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1057,http://purl.obolibrary.org/obo/MBA_180
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_509,http://purl.obolibrary.org/obo/MBA_845
UBERON:0016635,UBERON:0016824,paragigantocellular nucleus,lateral paragigantocellular nucleus,http://purl.obolibrary.org/obo/MBA_938,http://purl.obolibrary.org/obo/MBA_978
UBERON:0002616,UBERON:0016824,regional part of brain,lateral paragigantocellular nucleus,http://purl.obolibrary.org/obo/MBA_938,http://purl.obolibrary.org/obo/MBA_978
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17424,http://purl.obolibrary.org/obo/DMBA_17426
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17735,http://purl.obolibrary.org/obo/DMBA_17769
UBERON:0005348,UBERON:0002616,ansiform lobule,regional part of brain,http://purl.obolibrary.org/obo/MBA_1017,http://purl.obolibrary.org/obo/MBA_1056
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1017,http://purl.obolibrary.org/obo/MBA_1056
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17476,http://purl.obolibrary.org/obo/DMBA_17537
UBERON:0019284,UBERON:0002616,rhombomere 9,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17476,http://purl.obolibrary.org/obo/DMBA_17537
UBERON:0002616,UBERON:0002154,regional part of brain,lateral reticular nucleus,http://purl.obolibrary.org/obo/MBA_370,http://purl.obolibrary.org/obo/MBA_235
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17226,http://purl.obolibrary.org/obo/DMBA_111220748
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220692,http://purl.obolibrary.org/obo/DMBA_17104
UBERON:0018262,UBERON:0002616,dorsal zone of medial entorhinal cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_926,http://purl.obolibrary.org/obo/MBA_550
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_926,http://purl.obolibrary.org/obo/MBA_550
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17158,http://purl.obolibrary.org/obo/DMBA_17170
UBERON:0019286,UBERON:0002616,rhombomere 11,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17596,http://purl.obolibrary.org/obo/DMBA_17650
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17596,http://purl.obolibrary.org/obo/DMBA_17650
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1099,http://purl.obolibrary.org/obo/MBA_466
UBERON:0002289,UBERON:0002616,midbrain cerebral aqueduct,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651722,http://purl.obolibrary.org/obo/DMBA_126651754
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651722,http://purl.obolibrary.org/obo/DMBA_126651754
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16521,http://purl.obolibrary.org/obo/DMBA_16522
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16626,http://purl.obolibrary.org/obo/DMBA_16631
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_112892301,http://purl.obolibrary.org/obo/DMBA_112892305
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17057,http://purl.obolibrary.org/obo/DMBA_124372456
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17318,http://purl.obolibrary.org/obo/DMBA_17328
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_370,http://purl.obolibrary.org/obo/MBA_661
UBERON:0001936,UBERON:0014593,tuberomammillary nucleus,tuberomammillary nucleus dorsal part,http://purl.obolibrary.org/obo/MBA_557,http://purl.obolibrary.org/obo/MBA_1126
UBERON:0002616,UBERON:0014593,regional part of brain,tuberomammillary nucleus dorsal part,http://purl.obolibrary.org/obo/MBA_557,http://purl.obolibrary.org/obo/MBA_1126
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17223,http://purl.obolibrary.org/obo/DMBA_17242
UBERON:0002616,UBERON:0002817,regional part of brain,secondary fissure of cerebellum,http://purl.obolibrary.org/obo/MBA_1040,http://purl.obolibrary.org/obo/MBA_3
UBERON:0004083,UBERON:0002616,cerebellum vermis lobule X,regional part of brain,http://purl.obolibrary.org/obo/MBA_968,http://purl.obolibrary.org/obo/MBA_10737
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_968,http://purl.obolibrary.org/obo/MBA_10737
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16233,http://purl.obolibrary.org/obo/DMBA_16235
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16058,http://purl.obolibrary.org/obo/DMBA_16059
UBERON:0034891,UBERON:0002616,insular cortex,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16058,http://purl.obolibrary.org/obo/DMBA_16059
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15565,http://purl.obolibrary.org/obo/DMBA_16808
UBERON:0003075,UBERON:0002616,neural plate,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15565,http://purl.obolibrary.org/obo/DMBA_16808
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15755,http://purl.obolibrary.org/obo/DMBA_15756
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_229,http://purl.obolibrary.org/obo/MBA_705
UBERON:0009907,UBERON:0002616,sensory root of trigeminal nerve,regional part of brain,http://purl.obolibrary.org/obo/MBA_229,http://purl.obolibrary.org/obo/MBA_705
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17712,http://purl.obolibrary.org/obo/DMBA_17713
UBERON:0002616,UBERON:0002707,regional part of brain,corticospinal tract,http://purl.obolibrary.org/obo/MBA_983,http://purl.obolibrary.org/obo/MBA_784
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16358,http://purl.obolibrary.org/obo/DMBA_16360
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16191,http://purl.obolibrary.org/obo/DMBA_16196
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_766,http://purl.obolibrary.org/obo/MBA_775
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16829,http://purl.obolibrary.org/obo/DMBA_16831
UBERON:0001907,UBERON:0036007,zona incerta,A13 dopaminergic cell group,http://purl.obolibrary.org/obo/MBA_797,http://purl.obolibrary.org/obo/MBA_796
UBERON:0002616,UBERON:0036007,regional part of brain,A13 dopaminergic cell group,http://purl.obolibrary.org/obo/MBA_797,http://purl.obolibrary.org/obo/MBA_796
UBERON:0002616,UBERON:0022437,regional part of brain,dorsal periolivary nucleus,http://purl.obolibrary.org/obo/DMBA_17258,http://purl.obolibrary.org/obo/DMBA_17260
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16247,http://purl.obolibrary.org/obo/DMBA_16248
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220902,http://purl.obolibrary.org/obo/DMBA_17551
UBERON:0001896,UBERON:0002616,medulla oblongata,regional part of brain,http://purl.obolibrary.org/obo/MBA_354,http://purl.obolibrary.org/obo/MBA_379
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_354,http://purl.obolibrary.org/obo/MBA_379
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16409,http://purl.obolibrary.org/obo/DMBA_16411
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16326,http://purl.obolibrary.org/obo/DMBA_16327
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_918,http://purl.obolibrary.org/obo/MBA_387
UBERON:0007225,UBERON:0002616,lateral entorhinal cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_918,http://purl.obolibrary.org/obo/MBA_387
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17045,http://purl.obolibrary.org/obo/DMBA_17046
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_182305689,http://purl.obolibrary.org/obo/MBA_182305697
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17512,http://purl.obolibrary.org/obo/DMBA_17514
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17669,http://purl.obolibrary.org/obo/DMBA_17674
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220880,http://purl.obolibrary.org/obo/DMBA_17498
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651602,http://purl.obolibrary.org/obo/DMBA_126651618
UBERON:0002788,UBERON:0002685,anterior nuclear group,anteroventral nucleus of thalamus,http://purl.obolibrary.org/obo/MBA_239,http://purl.obolibrary.org/obo/MBA_255
UBERON:0002616,UBERON:0002685,regional part of brain,anteroventral nucleus of thalamus,http://purl.obolibrary.org/obo/MBA_239,http://purl.obolibrary.org/obo/MBA_255
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15767,http://purl.obolibrary.org/obo/DMBA_15770
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16191,http://purl.obolibrary.org/obo/DMBA_16192
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15684,http://purl.obolibrary.org/obo/DMBA_15686
UBERON:0002616,UBERON:0001885,regional part of brain,dentate gyrus of hippocampal formation,http://purl.obolibrary.org/obo/MBA_1080,http://purl.obolibrary.org/obo/MBA_726
UBERON:0013560,UBERON:0002616,Brodmann (1909) area 32,regional part of brain,http://purl.obolibrary.org/obo/MBA_972,http://purl.obolibrary.org/obo/MBA_195
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_972,http://purl.obolibrary.org/obo/MBA_195
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17452,http://purl.obolibrary.org/obo/DMBA_17453
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17221,http://purl.obolibrary.org/obo/DMBA_17289
UBERON:0005515,UBERON:0002616,rhombomere 5,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17221,http://purl.obolibrary.org/obo/DMBA_17289
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16395,http://purl.obolibrary.org/obo/DMBA_111220590
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15880,http://purl.obolibrary.org/obo/DMBA_15881
UBERON:0002616,UBERON:0014559,regional part of brain,CA3 stratum lacunosum moleculare,http://purl.obolibrary.org/obo/MBA_463,http://purl.obolibrary.org/obo/MBA_471
UBERON:0003883,UBERON:0014559,CA3 field of hippocampus,CA3 stratum lacunosum moleculare,http://purl.obolibrary.org/obo/MBA_463,http://purl.obolibrary.org/obo/MBA_471
UBERON:0002616,UBERON:0003075,regional part of brain,neural plate,http://purl.obolibrary.org/obo/DMBA_15564,http://purl.obolibrary.org/obo/DMBA_15565
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17115,http://purl.obolibrary.org/obo/DMBA_111220700
UBERON:0002129,UBERON:0002616,cerebellar cortex,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16939,http://purl.obolibrary.org/obo/DMBA_16945
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16939,http://purl.obolibrary.org/obo/DMBA_16945
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16626,http://purl.obolibrary.org/obo/DMBA_16636
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_933,http://purl.obolibrary.org/obo/MBA_948
UBERON:0001648,UBERON:0002616,vestibulocochlear nerve,regional part of brain,http://purl.obolibrary.org/obo/MBA_933,http://purl.obolibrary.org/obo/MBA_948
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_302,http://purl.obolibrary.org/obo/MBA_842
UBERON:0009050,UBERON:0002616,nucleus of solitary tract,regional part of brain,http://purl.obolibrary.org/obo/MBA_651,http://purl.obolibrary.org/obo/MBA_666
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_651,http://purl.obolibrary.org/obo/MBA_666
UBERON:0002616,UBERON:0002890,regional part of brain,anterior amygdaloid area,http://purl.obolibrary.org/obo/MBA_278,http://purl.obolibrary.org/obo/MBA_23
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_490,http://purl.obolibrary.org/obo/MBA_410
UBERON:0002616,UBERON:0002151,regional part of brain,pontine nuclear group,http://purl.obolibrary.org/obo/MBA_987,http://purl.obolibrary.org/obo/MBA_931
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220852,http://purl.obolibrary.org/obo/DMBA_17427
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_184,http://purl.obolibrary.org/obo/MBA_526322264
UBERON:0002795,UBERON:0002616,frontal pole,regional part of brain,http://purl.obolibrary.org/obo/MBA_184,http://purl.obolibrary.org/obo/MBA_526322264
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17095,http://purl.obolibrary.org/obo/DMBA_17101
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16370,http://purl.obolibrary.org/obo/DMBA_16373
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_315,http://purl.obolibrary.org/obo/MBA_1057
UBERON:0001950,UBERON:0002616,neocortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_315,http://purl.obolibrary.org/obo/MBA_1057
UBERON:0001063,UBERON:0002616,flocculus,regional part of brain,http://purl.obolibrary.org/obo/MBA_1049,http://purl.obolibrary.org/obo/MBA_10690
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1049,http://purl.obolibrary.org/obo/MBA_10690
UBERON:0002479,UBERON:0002616,dorsal lateral geniculate nucleus,regional part of brain,http://purl.obolibrary.org/obo/MBA_170,http://purl.obolibrary.org/obo/MBA_496345672
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_170,http://purl.obolibrary.org/obo/MBA_496345672
UBERON:0003040,UBERON:0002616,central gray substance of midbrain,regional part of brain,http://purl.obolibrary.org/obo/MBA_795,http://purl.obolibrary.org/obo/MBA_50
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_795,http://purl.obolibrary.org/obo/MBA_50
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17170,http://purl.obolibrary.org/obo/DMBA_17171
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17352,http://purl.obolibrary.org/obo/DMBA_17538
UBERON:0001896,UBERON:0002616,medulla oblongata,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17352,http://purl.obolibrary.org/obo/DMBA_17538
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1097,http://purl.obolibrary.org/obo/MBA_467
UBERON:0001898,UBERON:0002616,hypothalamus,regional part of brain,http://purl.obolibrary.org/obo/MBA_1097,http://purl.obolibrary.org/obo/MBA_467
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15576,http://purl.obolibrary.org/obo/DMBA_15577
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15565,http://purl.obolibrary.org/obo/DMBA_17651
UBERON:0003075,UBERON:0002616,neural plate,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15565,http://purl.obolibrary.org/obo/DMBA_17651
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16055,http://purl.obolibrary.org/obo/DMBA_16056
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17242,http://purl.obolibrary.org/obo/DMBA_17243
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16956,http://purl.obolibrary.org/obo/DMBA_111220630
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16658,http://purl.obolibrary.org/obo/DMBA_16703
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16526,http://purl.obolibrary.org/obo/DMBA_16527
UBERON:0002616,UBERON:0003017,regional part of brain,substantia innominata,http://purl.obolibrary.org/obo/MBA_835,http://purl.obolibrary.org/obo/MBA_342
UBERON:0002778,UBERON:0003017,ventral pallidum,substantia innominata,http://purl.obolibrary.org/obo/MBA_835,http://purl.obolibrary.org/obo/MBA_342
UBERON:0001944,UBERON:0002616,pretectal region,regional part of brain,http://purl.obolibrary.org/obo/MBA_1100,http://purl.obolibrary.org/obo/MBA_706
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1100,http://purl.obolibrary.org/obo/MBA_706
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_112892385,http://purl.obolibrary.org/obo/DMBA_112892391
UBERON:0002028,UBERON:0002616,hindbrain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16808,http://purl.obolibrary.org/obo/DMBA_16809
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16808,http://purl.obolibrary.org/obo/DMBA_16809
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17713,http://purl.obolibrary.org/obo/DMBA_17714
UBERON:0006101,UBERON:0002616,Brodmann (1909) area 24,regional part of brain,http://purl.obolibrary.org/obo/MBA_31,http://purl.obolibrary.org/obo/MBA_1053
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_31,http://purl.obolibrary.org/obo/MBA_1053
UBERON:0001885,UBERON:0002616,dentate gyrus of hippocampal formation,regional part of brain,http://purl.obolibrary.org/obo/MBA_726,http://purl.obolibrary.org/obo/MBA_10704
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_726,http://purl.obolibrary.org/obo/MBA_10704
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15699,http://purl.obolibrary.org/obo/DMBA_15700
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_983,http://purl.obolibrary.org/obo/MBA_776
UBERON:0002616,UBERON:0001643,regional part of brain,oculomotor nerve,http://purl.obolibrary.org/obo/MBA_967,http://purl.obolibrary.org/obo/MBA_832
UBERON:0001785,UBERON:0001643,cranial nerve,oculomotor nerve,http://purl.obolibrary.org/obo/MBA_967,http://purl.obolibrary.org/obo/MBA_832
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16364,http://purl.obolibrary.org/obo/DMBA_16365
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15867,http://purl.obolibrary.org/obo/DMBA_15886
UBERON:0002892,UBERON:0002616,medial amygdaloid nucleus,regional part of brain,http://purl.obolibrary.org/obo/MBA_403,http://purl.obolibrary.org/obo/MBA_411
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_403,http://purl.obolibrary.org/obo/MBA_411
UBERON:0001869,UBERON:0002616,cerebral hemisphere,regional part of brain,http://purl.obolibrary.org/obo/MBA_403,http://purl.obolibrary.org/obo/MBA_411
UBERON:0002479,UBERON:0002616,dorsal lateral geniculate nucleus,regional part of brain,http://purl.obolibrary.org/obo/MBA_170,http://purl.obolibrary.org/obo/MBA_496345664
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_170,http://purl.obolibrary.org/obo/MBA_496345664
UBERON:0010415,UBERON:0035874,barrel cortex,primary somatosensory area barrel field layer 2/3,http://purl.obolibrary.org/obo/MBA_329,http://purl.obolibrary.org/obo/MBA_201
UBERON:0002616,UBERON:0035874,regional part of brain,primary somatosensory area barrel field layer 2/3,http://purl.obolibrary.org/obo/MBA_329,http://purl.obolibrary.org/obo/MBA_201
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16248,http://purl.obolibrary.org/obo/DMBA_16249
