?supname	?sup	?subname	?sub	?inferred
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"intermediodorsal  nucleus of thalamus"	<http://purl.obolibrary.org/obo/DHBA_13049>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"lateral division of centromedian nucleus of thalamus"	<http://purl.obolibrary.org/obo/DHBA_13050>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"medial division of centromedian nucleus of thalamus"	<http://purl.obolibrary.org/obo/DHBA_13051>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"lateral division of parafascicular nucleus of thalamus"	<http://purl.obolibrary.org/obo/DHBA_13052>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"medial division of parafascicular nucleus of thalamus"	<http://purl.obolibrary.org/obo/DHBA_13053>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"subparafascicular nucleus of thalamus"	<http://purl.obolibrary.org/obo/DHBA_13054>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"zona incerta, dorsal division"	<http://purl.obolibrary.org/obo/DHBA_13055>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"zona incerta, ventral division"	<http://purl.obolibrary.org/obo/DHBA_13056>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"endopeduncular nucleus"	<http://purl.obolibrary.org/obo/DHBA_13057>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"parasubthalamic nucleus"	<http://purl.obolibrary.org/obo/DHBA_13058>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"magnocellular division of reticular nucleus"	<http://purl.obolibrary.org/obo/DHBA_13059>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"parvocellular division of reticular nucleus (perireticular nucleus)"	<http://purl.obolibrary.org/obo/DHBA_13060>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"anteroventral periventricular nucleus"	<http://purl.obolibrary.org/obo/DHBA_13061>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"anteromedial preoptic nucleus"	<http://purl.obolibrary.org/obo/DHBA_13062>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"median preoptic nucleus"	<http://purl.obolibrary.org/obo/DHBA_13063>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"posterior division of paraventricular nucleus"	<http://purl.obolibrary.org/obo/DHBA_13064>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"dorsal part of suprachiasmatic nucleus"	<http://purl.obolibrary.org/obo/DHBA_13065>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"central part of suprachiasmatic nucleus"	<http://purl.obolibrary.org/obo/DHBA_13066>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"medial part of supraoptic nucleus"	<http://purl.obolibrary.org/obo/DHBA_13067>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"lateral part of supraoptic nucleus"	<http://purl.obolibrary.org/obo/DHBA_13068>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"subventricular nucleus"	<http://purl.obolibrary.org/obo/DHBA_13069>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"magnocellular nucleus of lateral hypothalamic area"	<http://purl.obolibrary.org/obo/DHBA_13070>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"nanocellular hypothalamic nucleus"	<http://purl.obolibrary.org/obo/DHBA_13071>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"premammillary nulceus"	<http://purl.obolibrary.org/obo/DHBA_13072>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"retromammillary area"	<http://purl.obolibrary.org/obo/DHBA_13073>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"interpallidal transient cell zone"	<http://purl.obolibrary.org/obo/DHBA_13074>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"dentatohippocampal transient cell zone"	<http://purl.obolibrary.org/obo/DHBA_13075>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"subcallosal gray zone"	<http://purl.obolibrary.org/obo/DHBA_13076>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"callosal sling"	<http://purl.obolibrary.org/obo/DHBA_13077>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"perifornical gray zone"	<http://purl.obolibrary.org/obo/DHBA_13078>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"olfactory peduncle"	<http://purl.obolibrary.org/obo/DHBA_13079>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in extrastriate cortex"	<http://purl.obolibrary.org/obo/DHBA_13080>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in area prostriata"	<http://purl.obolibrary.org/obo/DHBA_13081>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in polysensory temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13082>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in midlateral temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13083>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in rostral midinferior temporal cortex (area 36)"	<http://purl.obolibrary.org/obo/DHBA_13084>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13085>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in parainsular temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13086>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in rostral hippocampal proper"	<http://purl.obolibrary.org/obo/DHBA_13087>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in caudal hippocampal proper"	<http://purl.obolibrary.org/obo/DHBA_13088>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in rostral subicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13089>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in caudal subicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13090>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in rostral presubicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13091>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in caudal presubicular cortex (postsubiculum)"	<http://purl.obolibrary.org/obo/DHBA_13092>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in medial (posterior) entorhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13093>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in lateral (anterior) entorhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13094>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"CP in extrastriate cortex"	<http://purl.obolibrary.org/obo/DHBA_13095>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"CP in area prostriata"	<http://purl.obolibrary.org/obo/DHBA_13096>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"CP in polysensory temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13097>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"CP in midlateral temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13098>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"CP in rostral midinferior temporal cortex (area 36)"	<http://purl.obolibrary.org/obo/DHBA_13099>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer CP in (rostral) midinferior temporal cortex (area 36)"	<http://purl.obolibrary.org/obo/DHBA_13100>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner CP in (rostral) midinferior temporal cortex (area 36)"	<http://purl.obolibrary.org/obo/DHBA_13101>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"CP in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13102>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer CP in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13103>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner CP in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13104>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"CP in parainsualr temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13105>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"CP in rostral presubicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13106>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"CP in caudal presubicular cortex (postsubiculum)"	<http://purl.obolibrary.org/obo/DHBA_13107>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"CP in medial (posterior) entorhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13108>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"CP in lateral (anterior) entorhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13109>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in extrastriate cortex"	<http://purl.obolibrary.org/obo/DHBA_13110>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in area prostriata"	<http://purl.obolibrary.org/obo/DHBA_13111>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in polysensory temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13112>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in midlateral temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13113>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in rostral midinferior temporal cortex (area 36)"	<http://purl.obolibrary.org/obo/DHBA_13114>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13115>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in parainsular temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13116>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in rostral hippocampal proper"	<http://purl.obolibrary.org/obo/DHBA_13117>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in caudal hippocampal proper"	<http://purl.obolibrary.org/obo/DHBA_13118>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in rostral subicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13119>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in caudal subicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13120>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in rostral presubicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13121>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in caudal presubicular cortex (postsubiculum)"	<http://purl.obolibrary.org/obo/DHBA_13122>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in medial (posterior) entorhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13123>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in lateral (anterior) entorhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13124>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in rostral perirhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13125>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in caudal perirhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13126>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in extrastriate cortex"	<http://purl.obolibrary.org/obo/DHBA_13127>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in area prostriata"	<http://purl.obolibrary.org/obo/DHBA_13128>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in polysensory temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13129>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in midlateral temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13130>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in rostral midinferior temporal cortex (area 36)"	<http://purl.obolibrary.org/obo/DHBA_13131>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13132>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in parainsular temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13133>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in rostral hippocampal proper"	<http://purl.obolibrary.org/obo/DHBA_13134>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in caudal hippocampal proper"	<http://purl.obolibrary.org/obo/DHBA_13135>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in rostral subicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13136>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in caudal subicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13137>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in rostral presubicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13138>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in caudal presubicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13139>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in medial (posterior) entorhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13140>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in lateral (anterior) entorhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13141>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in rostral perirhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13142>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"IZ in caudal perirhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13143>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SZ in extrastriate cortex"	<http://purl.obolibrary.org/obo/DHBA_13144>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer SZ in extrastriate cortex"	<http://purl.obolibrary.org/obo/DHBA_13145>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer plexiform zone in extrastriate cortex"	<http://purl.obolibrary.org/obo/DHBA_13146>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner SZ in extrastriate cortex"	<http://purl.obolibrary.org/obo/DHBA_13147>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner plexiform zone in extrastriate cortex"	<http://purl.obolibrary.org/obo/DHBA_13148>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SZ in area prostriata"	<http://purl.obolibrary.org/obo/DHBA_13149>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer SZ in area prostriata"	<http://purl.obolibrary.org/obo/DHBA_13150>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer plexiform zone in area prostriata"	<http://purl.obolibrary.org/obo/DHBA_13151>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner SZ in area prostriata"	<http://purl.obolibrary.org/obo/DHBA_13152>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner plexiform zone in area prostriata"	<http://purl.obolibrary.org/obo/DHBA_13153>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SZ in polysensory temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13154>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer SZ in polysensory temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13155>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer plexiform zone in polysensory temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13156>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner SZ in polysensory temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13157>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner plexiform zone in polysensory temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13158>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SZ in midlateral temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13159>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer SZ in midlateral temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13160>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer plexiform zone in midlateral temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13161>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner SZ in midlateral temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13162>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner plexiform zone in midlateral temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13163>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SZ in rostral midinferior temporal cortex (area 36)"	<http://purl.obolibrary.org/obo/DHBA_13164>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer SZ in rostral midinferior temporal cortex (area 36)"	<http://purl.obolibrary.org/obo/DHBA_13165>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer plexiform zone in rostral midinferior temporal cortex (area 36)"	<http://purl.obolibrary.org/obo/DHBA_13166>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner SZ in rostral midinferior temporal cortex (area 36)"	<http://purl.obolibrary.org/obo/DHBA_13167>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner plexiform zone in rostral midinferior temporal cortex (area 36)"	<http://purl.obolibrary.org/obo/DHBA_13168>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SZ in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13169>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer SZ in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13170>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer plexiform zone in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13171>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner SZ in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13172>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner plexiform zone in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13173>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SZ in parainsular temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13174>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer SZ in parainsular temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13175>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer plexiform zone in parainsular temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13176>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner SZ in parainsular temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13177>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner plexiform zone in parainsular temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13178>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in extrastriate cortex"	<http://purl.obolibrary.org/obo/DHBA_13179>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in area prostriata"	<http://purl.obolibrary.org/obo/DHBA_13180>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in polysensory temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13181>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in midlateral temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13182>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in rostral midinferior temporal cortex (area 36)"	<http://purl.obolibrary.org/obo/DHBA_13183>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13184>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in parainsular temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13185>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in rostal hippocampal proper"	<http://purl.obolibrary.org/obo/DHBA_13186>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in caudal hippocampal proper"	<http://purl.obolibrary.org/obo/DHBA_13187>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in rostral subicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13188>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in caudal subicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13189>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in rostral presubicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13190>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in caudal presubicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13191>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in entorhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13192>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in medial (posterior) entorhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13193>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in lateral (anterior) entorhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13194>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in rostral entorhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13195>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in rostral perirhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13196>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in caudal perirhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13197>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"vertical portion of rostral migratory stream"	<http://purl.obolibrary.org/obo/DHBA_13198>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"horizontal portion of rostral migratory stream"	<http://purl.obolibrary.org/obo/DHBA_13199>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in extrastriate cortex"	<http://purl.obolibrary.org/obo/DHBA_13200>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in area prostriata"	<http://purl.obolibrary.org/obo/DHBA_13201>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in polysensory temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13202>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in midlateral temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13203>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in rostral midinferior temporal cortex (area 36)"	<http://purl.obolibrary.org/obo/DHBA_13204>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13205>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in parainsular temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13206>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in allocortex"	<http://purl.obolibrary.org/obo/DHBA_13207>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in hippocampal proper"	<http://purl.obolibrary.org/obo/DHBA_13208>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in subicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13209>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in presubicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13210>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in medial (posterior) entorhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13211>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in lateral (anterior) entorhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13212>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in perirhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13213>	"true"
