?supname	?sup	?subname	?sub	?inferred
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"amygdaloid intramedullary gray"	<http://purl.obolibrary.org/obo/PBA_10139>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"basal nucleus of Meynert"	<http://purl.obolibrary.org/obo/PBA_10141>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"cerebral cortex"	<http://purl.obolibrary.org/obo/PBA_128011354>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subpial granular zone of dorsolateral prefrontal cortex"	<http://purl.obolibrary.org/obo/PBA_128011368>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"marginal zone of dorsolateral prefrontal cortex"	<http://purl.obolibrary.org/obo/PBA_128011372>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"cortical plate of dorsolateral prefrontal cortex"	<http://purl.obolibrary.org/obo/PBA_128011378>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"marginal zone of rostral cingulate cortex"	<http://purl.obolibrary.org/obo/PBA_128011614>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"outer cortical plate of rostral cingulate cortex"	<http://purl.obolibrary.org/obo/PBA_128011624>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inner cortical plate (infragranular layer) of rostral cingulate cortex"	<http://purl.obolibrary.org/obo/PBA_128011638>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subplate zone of rostral cingulate cortex"	<http://purl.obolibrary.org/obo/PBA_128011646>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subventricular zone of rostral cingulate cortex"	<http://purl.obolibrary.org/obo/PBA_128011654>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"outer subventricular zone of rostral cingulate cortex"	<http://purl.obolibrary.org/obo/PBA_128011658>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inner subventricular zone of rostral cingulate cortex"	<http://purl.obolibrary.org/obo/PBA_128011662>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"ventricular zone of rostral cingulate cortex"	<http://purl.obolibrary.org/obo/PBA_128011666>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"outer ventricular zone of rostral cingulate cortex"	<http://purl.obolibrary.org/obo/PBA_128011670>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inner ventricular zone of rostral cingulate cortex"	<http://purl.obolibrary.org/obo/PBA_128011674>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"marginal zone of S1"	<http://purl.obolibrary.org/obo/PBA_128011776>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"outer cortical plate of S1"	<http://purl.obolibrary.org/obo/PBA_128011788>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of S1"	<http://purl.obolibrary.org/obo/PBA_128011796>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III of S1"	<http://purl.obolibrary.org/obo/PBA_128011800>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"granular layer IV of S1"	<http://purl.obolibrary.org/obo/PBA_128011804>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inner cortical plate (infragranular layer) of S1"	<http://purl.obolibrary.org/obo/PBA_128011808>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of S1"	<http://purl.obolibrary.org/obo/PBA_128011812>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI of S1"	<http://purl.obolibrary.org/obo/PBA_128011816>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subplate zone of S1"	<http://purl.obolibrary.org/obo/PBA_128011820>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subventricular zone of S1"	<http://purl.obolibrary.org/obo/PBA_128011828>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"outer subventricular zone of S1"	<http://purl.obolibrary.org/obo/PBA_128011832>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inner subventricular zone of S1"	<http://purl.obolibrary.org/obo/PBA_128011836>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"ventricular zone of S1"	<http://purl.obolibrary.org/obo/PBA_128011840>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"outer ventricular zone of S1"	<http://purl.obolibrary.org/obo/PBA_128011844>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inner ventricular zone of S1"	<http://purl.obolibrary.org/obo/PBA_128011848>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of LEC"	<http://purl.obolibrary.org/obo/PBA_128011900>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II of MEC"	<http://purl.obolibrary.org/obo/PBA_128011960>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"medial perirhinal cortex (area 35)"	<http://purl.obolibrary.org/obo/PBA_128012084>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V of perirhinal cortex (area 35)"	<http://purl.obolibrary.org/obo/PBA_128012120>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"lateral perirhinal cortex (area 36)"	<http://purl.obolibrary.org/obo/PBA_128012144>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"marginal zone of dentate gyrus (cortex)"	<http://purl.obolibrary.org/obo/PBA_128012220>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"granular layer anlage of dentate gyrus (cortex)"	<http://purl.obolibrary.org/obo/PBA_128012226>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subgranular layer anlage of dentate gyrus (cortex)"	<http://purl.obolibrary.org/obo/PBA_128012232>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"polyform layer anlage of dentate gyrus (cortex)"	<http://purl.obolibrary.org/obo/PBA_128012238>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"marginal zone of CA1"	<http://purl.obolibrary.org/obo/PBA_128012250>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"hippocampal plate of CA1"	<http://purl.obolibrary.org/obo/PBA_128012258>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"hippocampal subplate of CA1"	<http://purl.obolibrary.org/obo/PBA_128012264>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"hippocampal intermediate zone of CA1"	<http://purl.obolibrary.org/obo/PBA_128012270>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"hippocampal subventricular zone of CA1"	<http://purl.obolibrary.org/obo/PBA_128012274>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"hippocampal ventricular zone of CA1"	<http://purl.obolibrary.org/obo/PBA_128012278>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"marginal zone of CA2"	<http://purl.obolibrary.org/obo/PBA_128012284>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"hippocampal plate of CA2"	<http://purl.obolibrary.org/obo/PBA_128012292>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"hippocampal subplate of CA2"	<http://purl.obolibrary.org/obo/PBA_128012298>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"marginal zone of CA3"	<http://purl.obolibrary.org/obo/PBA_128012318>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"hippocampal plate of CA3"	<http://purl.obolibrary.org/obo/PBA_128012326>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"hippocampal subplate of CA3"	<http://purl.obolibrary.org/obo/PBA_128012332>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"hippocampal plate of subiculum"	<http://purl.obolibrary.org/obo/PBA_128012368>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"pyramidal layer of subiculum"	<http://purl.obolibrary.org/obo/PBA_128012372>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"rostral (anterior) presubiculum"	<http://purl.obolibrary.org/obo/PBA_128012400>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"caudal (posterior) presubiculum"	<http://purl.obolibrary.org/obo/PBA_128012404>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subpial granular zone of V1"	<http://purl.obolibrary.org/obo/PBA_128012418>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"marginal zone of V1"	<http://purl.obolibrary.org/obo/PBA_128012422>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"cortical plate of V1"	<http://purl.obolibrary.org/obo/PBA_128012428>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"outer cortical plate of V1"	<http://purl.obolibrary.org/obo/PBA_128012432>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"supragranular layer of V1"	<http://purl.obolibrary.org/obo/PBA_128012436>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inner cortical plate (infragranular layer) of V1"	<http://purl.obolibrary.org/obo/PBA_128012458>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subplate zone of V1"	<http://purl.obolibrary.org/obo/PBA_128012466>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subventricular zone of V1"	<http://purl.obolibrary.org/obo/PBA_128012478>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"outer subventricular zone of V1"	<http://purl.obolibrary.org/obo/PBA_128012482>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inner subventricular zone of V1"	<http://purl.obolibrary.org/obo/PBA_128012486>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"ventricular zone of V1"	<http://purl.obolibrary.org/obo/PBA_128012490>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"outer ventricular zone of V1"	<http://purl.obolibrary.org/obo/PBA_128012494>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inner ventricular zone of V1"	<http://purl.obolibrary.org/obo/PBA_128012498>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"ventricular portion of RMS"	<http://purl.obolibrary.org/obo/PBA_128012588>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"cerebral nuclei"	<http://purl.obolibrary.org/obo/PBA_128012596>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"corticomedial amygdaloid nucleus"	<http://purl.obolibrary.org/obo/PBA_128012616>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"periamygdaloid cortex (cortical amygdaloid nucleus)"	<http://purl.obolibrary.org/obo/PBA_128012620>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"caudal periamygdaloid cortex (cPAC)"	<http://purl.obolibrary.org/obo/PBA_128012634>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"caudal periamygdaloid cortex, dorsal part"	<http://purl.obolibrary.org/obo/PBA_128012638>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"basolateral nuclear complex"	<http://purl.obolibrary.org/obo/PBA_128012678>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"ganglionic eminence (VZ in basal nuclei)"	<http://purl.obolibrary.org/obo/PBA_128012818>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"lateral ganglionic eminence"	<http://purl.obolibrary.org/obo/PBA_128012822>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"medial ganglionic eminence"	<http://purl.obolibrary.org/obo/PBA_128012834>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"caudal ganglionic eminence"	<http://purl.obolibrary.org/obo/PBA_128012846>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"shell of nucleus accumbens, medial part"	<http://purl.obolibrary.org/obo/PBA_128012920>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"main island of Calleja"	<http://purl.obolibrary.org/obo/PBA_128012926>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"claustrum"	<http://purl.obolibrary.org/obo/PBA_128012960>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"basal forebrain"	<http://purl.obolibrary.org/obo/PBA_128012976>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"dorsolateral prefrontal cortex (areas 9 and 46)"	<http://purl.obolibrary.org/obo/PBA_12984>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"outer fiber (plexiform) zone of rostral cingulate cortex"	<http://purl.obolibrary.org/obo/PBA_159658800>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inner fiber (plexiform) zone of rostral cingulate cortex"	<http://purl.obolibrary.org/obo/PBA_159658804>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"outer fiber (plexiform) zone of S1"	<http://purl.obolibrary.org/obo/PBA_159658808>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inner fiber (plexiform) zone of S1"	<http://purl.obolibrary.org/obo/PBA_159658816>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"dentate migratory stream"	<http://purl.obolibrary.org/obo/PBA_159658820>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"cortical hem"	<http://purl.obolibrary.org/obo/PBA_159658824>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"outer fiber (plexiform) zone of V1"	<http://purl.obolibrary.org/obo/PBA_159658836>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"transitory migratory zone of V1"	<http://purl.obolibrary.org/obo/PBA_159658840>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inner fiber (plexiform) zone of V1"	<http://purl.obolibrary.org/obo/PBA_159658844>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"lateral ganglionic eminence-cortex border"	<http://purl.obolibrary.org/obo/PBA_159658852>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subpial granular zone"	<http://purl.obolibrary.org/obo/PBA_294021766>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"marginal zone"	<http://purl.obolibrary.org/obo/PBA_294021774>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer I"	<http://purl.obolibrary.org/obo/PBA_294021786>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II"	<http://purl.obolibrary.org/obo/PBA_294021800>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer II/III"	<http://purl.obolibrary.org/obo/PBA_294021818>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer III"	<http://purl.obolibrary.org/obo/PBA_294021824>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"cortical plate (outer)"	<http://purl.obolibrary.org/obo/PBA_294021842>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer IV"	<http://purl.obolibrary.org/obo/PBA_294021852>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer V"	<http://purl.obolibrary.org/obo/PBA_294021878>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer VI"	<http://purl.obolibrary.org/obo/PBA_294021896>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"cortical plate"	<http://purl.obolibrary.org/obo/PBA_294021914>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"cortical plate (inner)"	<http://purl.obolibrary.org/obo/PBA_294021920>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subplate"	<http://purl.obolibrary.org/obo/PBA_294021932>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"transitory migratory zone"	<http://purl.obolibrary.org/obo/PBA_294021954>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"outer fiber zone"	<http://purl.obolibrary.org/obo/PBA_294021960>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subventricular zone"	<http://purl.obolibrary.org/obo/PBA_294021970>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subventricular zone (outer)"	<http://purl.obolibrary.org/obo/PBA_294021980>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inner fiber zone"	<http://purl.obolibrary.org/obo/PBA_294021990>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subventricular zone (inner)"	<http://purl.obolibrary.org/obo/PBA_294022000>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"ventricular zone (outer)"	<http://purl.obolibrary.org/obo/PBA_294022010>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"ventricular zone (inner)"	<http://purl.obolibrary.org/obo/PBA_294022020>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"ventricular zone"	<http://purl.obolibrary.org/obo/PBA_294022030>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"white matter"	<http://purl.obolibrary.org/obo/PBA_294022044>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"medial frontal cortex (areas 24, 25 and 32)"	<http://purl.obolibrary.org/obo/PBA_4000>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"basal nuclei (basal ganglia)"	<http://purl.obolibrary.org/obo/PBA_4001>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"amygdaloid complex"	<http://purl.obolibrary.org/obo/PBA_4002>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"occipital cortex"	<http://purl.obolibrary.org/obo/PBA_4004>	"true"
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"rostral cingulate cortex (areas 24 and 32)"	<http://purl.obolibrary.org/obo/PBA_9999>	"true"
"subbrachial nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006119>	"subbrachial nucleus"	<http://purl.obolibrary.org/obo/DHBA_12290>	"true"
"subcallosal fasciculus"	<http://purl.obolibrary.org/obo/UBERON_0022250>	"superior occipitofrontal fasciculus"	<http://purl.obolibrary.org/obo/DHBA_12071>	"true"
"subcallosal fasciculus"	<http://purl.obolibrary.org/obo/UBERON_0022250>	"subcallosal fasciculus"	<http://purl.obolibrary.org/obo/HBA_265505338>	"true"
"subcommissural organ"	<http://purl.obolibrary.org/obo/UBERON_0002139>	"subcommissural organ"	<http://purl.obolibrary.org/obo/DHBA_12101>	"true"
"subcommissural organ"	<http://purl.obolibrary.org/obo/UBERON_0002139>	"subcommissural organ"	<http://purl.obolibrary.org/obo/DMBA_16514>	"true"
"subcommissural organ"	<http://purl.obolibrary.org/obo/UBERON_0002139>	"subcommissural organ"	<http://purl.obolibrary.org/obo/HBA_9489>	"true"
"subcuneiform nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002700>	"subcuneiform nucleus"	<http://purl.obolibrary.org/obo/DHBA_12246>	"true"
"subcuneiform nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002700>	"subcuneiform nucleus"	<http://purl.obolibrary.org/obo/DMBA_16787>	"true"
"subcuneiform nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002700>	"subcuneiform nucleus, left"	<http://purl.obolibrary.org/obo/HBA_9022>	"true"
"subfornical organ"	<http://purl.obolibrary.org/obo/UBERON_0002219>	"subfornical organ"	<http://purl.obolibrary.org/obo/DHBA_12104>	"true"
"subfornical organ"	<http://purl.obolibrary.org/obo/UBERON_0002219>	"Subfornical organ"	<http://purl.obolibrary.org/obo/MBA_338>	"true"
"subiculum"	<http://purl.obolibrary.org/obo/UBERON_0002191>	"subicular cortex"	<http://purl.obolibrary.org/obo/DHBA_10301>	
"subiculum"	<http://purl.obolibrary.org/obo/UBERON_0002191>	"subiculum"	<http://purl.obolibrary.org/obo/DHBA_10302>	
"subiculum"	<http://purl.obolibrary.org/obo/UBERON_0002191>	"subiculum"	<http://purl.obolibrary.org/obo/HBA_12896>	
"subiculum"	<http://purl.obolibrary.org/obo/UBERON_0002191>	"subiculum"	<http://purl.obolibrary.org/obo/DMBA_16163>	"true"
"subiculum"	<http://purl.obolibrary.org/obo/UBERON_0002191>	"Subiculum"	<http://purl.obolibrary.org/obo/MBA_502>	"true"
"subiculum"	<http://purl.obolibrary.org/obo/UBERON_0002191>	"subiculum"	<http://purl.obolibrary.org/obo/PBA_10054>	"true"
"subiculum"	<http://purl.obolibrary.org/obo/UBERON_0002191>	"subicular cortex"	<http://purl.obolibrary.org/obo/PBA_128012354>	"true"
"sublentiform nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002578>	"sublentiform nucleus"	<http://purl.obolibrary.org/obo/HBA_9092>	"true"
"sublingual nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002881>	"nucleus of Roller"	<http://purl.obolibrary.org/obo/DHBA_12654>	"true"
"sublingual nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002881>	"nucleus of Roller"	<http://purl.obolibrary.org/obo/HBA_9627>	"true"
"sublingual nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002881>	"Nucleus of Roller"	<http://purl.obolibrary.org/obo/MBA_177>	"true"
"submedial nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0003031>	"submedius thalamic nucleus"	<http://purl.obolibrary.org/obo/DMBA_16426>	"true"
"submedial nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0003031>	"submedial nucleus of the thalamus, left"	<http://purl.obolibrary.org/obo/HBA_4406>	"true"
"submedial nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0003031>	"Submedial nucleus of the thalamus"	<http://purl.obolibrary.org/obo/MBA_366>	"true"
"subparafascicular nucleus"	<http://purl.obolibrary.org/obo/UBERON_0016641>	"subparafascicular nucleus of thalamus"	<http://purl.obolibrary.org/obo/DHBA_13054>	"true"
"subparafascicular nucleus"	<http://purl.obolibrary.org/obo/UBERON_0016641>	"Subparafascicular nucleus"	<http://purl.obolibrary.org/obo/MBA_406>	"true"
"subparaventricular zone"	<http://purl.obolibrary.org/obo/UBERON_0007626>	"subparaventricular zone"	<http://purl.obolibrary.org/obo/DHBA_266441555>	"true"
"subparaventricular zone"	<http://purl.obolibrary.org/obo/UBERON_0007626>	"subparaventricular zone, left"	<http://purl.obolibrary.org/obo/HBA_4574>	"true"
"subparaventricular zone"	<http://purl.obolibrary.org/obo/UBERON_0007626>	"Subparaventricular zone"	<http://purl.obolibrary.org/obo/MBA_347>	"true"
"subparietal sulcus"	<http://purl.obolibrary.org/obo/UBERON_0002908>	"subparietal sulcus"	<http://purl.obolibrary.org/obo/HBA_9376>	"true"
"substantia innominata"	<http://purl.obolibrary.org/obo/UBERON_0003017>	"substantia innominata"	<http://purl.obolibrary.org/obo/DHBA_13034>	"true"
"substantia innominata"	<http://purl.obolibrary.org/obo/UBERON_0003017>	"substantia innominata"	<http://purl.obolibrary.org/obo/HBA_13003>	"true"
"substantia innominata"	<http://purl.obolibrary.org/obo/UBERON_0003017>	"Substantia innominata"	<http://purl.obolibrary.org/obo/MBA_342>	"true"
"substantia nigra"	<http://purl.obolibrary.org/obo/UBERON_0002038>	"substantia nigra"	<http://purl.obolibrary.org/obo/DHBA_12251>	"true"
"substantia nigra"	<http://purl.obolibrary.org/obo/UBERON_0002038>	"substantia nigra"	<http://purl.obolibrary.org/obo/HBA_9072>	"true"
"substantia nigra pars compacta"	<http://purl.obolibrary.org/obo/UBERON_0001965>	"substantia nigra, compact part"	<http://purl.obolibrary.org/obo/DHBA_12252>	"true"
"substantia nigra pars compacta"	<http://purl.obolibrary.org/obo/UBERON_0001965>	"substantia nigra, pars compacta, left"	<http://purl.obolibrary.org/obo/HBA_9074>	"true"
